"rowname","Especie","Long","Lat","BD","colecta","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","prub","env_group","env_group_2","env_group_3"
"128","haageana",-97.356222,17.853157,"gbif",NA,148,163,68,1747,264,26,238,158,124,169,123,621,140,3,90,324,17,241,24,-2.08181551868328,1.26204019552601,-1.17221386041486,-0.828600426090915,1.7210490015658,-0.0892351197268898,0.126746004016926,0.070091564705714,0.206524617219096,-0.0248326433261065,0.0532806613998622,-0.0518986693821612,-0.0749322950087696,-0.162010752575015,0.120316717048097,-0.0532788029395483,-0.0265658495195254,0.0022342887568681,-0.00804728579800801,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"131","haageana",-97.549863,18.274145,"gbif",NA,186,160,69,1946,297,66,231,205,160,208,158,512,127,3,96,260,15,213,17,1.19287786631404,0.656474787591026,-0.752837639333314,-0.292193565986882,0.102489896716719,-0.22801431650393,-0.307459941451986,0.159027029223507,0.0708928539863015,0.0914137132533195,-0.0478096779609543,0.109690739939712,0.00988208699091238,0.0615725712805139,-0.0467579356468669,0.0116498312954196,-0.0261435754157781,-0.0170760003925064,0.00943557707525549,"Balsas","Balsas","Balsas","M_meissneri"
"134","haageana",-97.475706,18.329069,"gbif",NA,201,156,69,1926,310,85,225,219,174,223,174,432,106,3,99,215,12,172,14,2.71918104224826,0.885640538489758,-0.188221305754756,0.0219722727695735,-0.396506046885984,0.188235353418991,-0.300769814957103,-0.0578986215257365,0.128744861261779,0.0416052403801203,-0.0308512110083457,0.0639386165175571,0.0108962903455485,0.191937759512573,-0.0327581414457474,-0.032289724754329,0.0185588361055365,-0.0107341714773193,0.00579238383896928,"Balsas","Balsas","Balsas","M_meissneri"
"135","haageana",-97.418128,18.943288,"gbif",NA,135,166,74,1447,247,23,224,142,115,151,113,611,112,5,82,301,24,129,26,-4.04751580626387,2.57436231567856,-0.317816903906541,1.63840681936588,-0.059806681323721,1.2884472903227,0.0758097870511284,0.507112263587649,-0.856535723353483,-0.33057094865111,0.418465978057582,-0.167520261872098,0.0269442527785096,-0.123208924086704,0.0959836062849289,0.0876655192775217,-0.0774752052018682,0.109905679748017,0.0106859576995811,"Haageana","Haageana","Haageana","Haageana"
"136","haageana",-98.06823,18.599085,"gbif",NA,226,169,71,2003,341,103,238,241,198,249,198,725,165,4,97,390,17,255,17,2.93341148186281,-2.59123963312227,-1.26131038209666,0.496765367370075,-1.58595882328481,-0.419406147367729,-0.176213710934761,0.172084573605295,-0.450536727143165,0.0236075288231422,-0.131469542559031,0.0960142483187027,-0.0280030958952072,-0.00380789202274931,0.0125829365344957,-0.0331576051364773,0.0194892652277851,-0.0167037244428625,-0.0126482284130467,"Balsas","Balsas","Balsas","Sto_domingo"
"137","haageana",-97.605453,18.319358,"gbif",NA,187,161,69,1875,298,67,231,205,161,208,160,497,126,3,96,258,12,211,15,1.30833536900385,0.68952519677489,-0.791406413643294,-0.0298081040640819,0.231640033682483,-0.146807561770554,-0.175662108344468,-0.125435318475285,0.109157479433679,-0.0078826112824516,-0.0200131500375806,0.0935692930060764,0.0920396868051434,0.0800179397835533,-0.043864478899233,-0.00453154479279262,-0.011366667959154,-0.0372238063278249,0.0170851635505397,"Balsas","Balsas","Balsas","M_meissneri"
"145","haageana",-97.616505,18.308653,"gbif",NA,183,162,69,1883,295,62,233,202,158,205,156,524,134,3,94,274,14,226,17,0.816275099017584,0.525125233587701,-0.931539448177709,-0.174969287026758,0.268175278037172,-0.295149674244364,-0.0700052105571777,-0.000815264209203553,0.107061611063573,0.0554667631260898,-0.0295257820626067,0.164844170428326,0.0969708379165494,0.0168392244857184,-0.0650910612176485,0.0145125084147252,-0.0251551389599294,-0.0390615375459683,-0.00434954926971186,"Balsas","Balsas","Balsas","M_meissneri"
"149","haageana",-97.414092,18.393919,"gbif",NA,187,151,69,1874,292,74,218,198,161,208,161,492,119,4,96,245,13,192,16,1.33637889447342,1.06825126259108,0.467658957536667,-0.102169564159693,0.125167883570181,-0.169993333498672,-0.326256328325816,-0.0802866184539904,0.0274995526344798,-0.087671994514596,0.122366955106489,-0.0116638920997725,0.0352668201959,0.0219335696773929,0.0571601522885595,-0.0412999853953301,0.0852772038211434,0.0403332221638788,0.00507641915277979,"Balsas","Balsas","Balsas","M_meissneri"
"151","haageana",-97.517825,18.333444,"gbif",NA,194,158,69,1919,304,77,227,213,168,216,167,453,112,3,100,228,12,185,13,2.21903287478683,0.906378781268676,-0.445823818718799,0.0088908575194763,-0.0362134736454702,0.0870660613174847,-0.50087617621935,-0.102502737576469,0.0967152835816566,0.0621196858396916,-0.0662325030667725,0.00474069364819013,0.00207148849839561,0.184251064030843,-0.0440931464618935,-0.0167216252720809,-0.0194147323045721,-0.0063922810039841,0.00823711474456638,"Balsas","Balsas","Balsas","M_meissneri"
"152","haageana",-97.912332,18.590297,"gbif",NA,202,165,71,1728,314,84,230,213,178,222,178,641,136,3,91,329,13,230,21,1.35396355530974,-0.808025205184421,-0.663481968703094,1.01060808304889,-0.737362491885021,0.0228087927056052,0.537317852093279,0.0674841965429957,0.0873456452982712,-0.23113869557212,0.00204558276178117,0.020956953429071,0.0947855666060753,0.0164130946034939,0.0970573112813928,0.0236302694785378,0.0321400053275298,-0.0110528779963223,-0.0166246604353401,"Balsas","Balsas","Balsas","M_conspicua"
"153","haageana",-97.466026,18.331358,"gbif",NA,203,156,69,1930,312,86,226,221,176,225,176,424,105,3,101,212,12,168,14,2.93137143346293,0.831991762402958,-0.228288824210563,0.0238747759641376,-0.413823497753623,0.309680607222522,-0.469834553553962,-0.0844617742879104,0.175535420394305,0.0645279758160395,-0.0361920514958902,0.0631019547454426,-0.0418330045352017,0.218552321309308,-0.053866409454197,-0.0325458950338683,0.0266393220133965,-0.00552855843744582,0.0102985083485758,"Balsas","Balsas","Balsas","M_meissneri"
"156","haageana",-97.613554,18.432794,"gbif",NA,159,165,71,1745,271,40,231,175,135,179,134,490,122,3,92,256,16,212,17,-1.13957645184436,1.72796071349091,-1.07629314424435,0.679091688666278,0.541783751877087,-0.0293211552309291,-0.362405243628649,0.171546032938635,-0.00236502993480114,0.0300190515918332,0.052900370796866,0.0134570401087649,0.0521717979366042,-0.0346774664049962,-0.064617565241092,-0.0220267050035434,-0.0319131409720928,0.00209024332079956,0.000607859771081913,"Balsas","Balsas","Balsas","M_conspicua"
"157","haageana",-97.615614,18.432143,"gbif",NA,155,166,71,1693,268,36,232,170,132,174,130,498,124,3,92,260,16,214,17,-1.48533852952182,1.78211983988541,-1.15422004774786,0.749358190146963,0.745206090411049,0.0638181284860835,-0.356090936939447,0.0760434809747533,0.0247770911306119,0.0512497058481892,0.0570123531613035,-0.00333534349252593,0.0611019553153151,-0.0552269598267537,-0.0455889745557812,-0.021739307215181,-0.0687102273867578,0.00705373409020768,0.0188085793624007,"Balsas","Balsas","Balsas","M_conspicua"
"158","haageana",-97.1851,17.85249,"gbif",NA,159,153,66,1844,271,42,229,169,147,181,132,655,134,4,90,350,21,214,36,-1.19413194393159,0.763072129215758,0.136459726308697,-2.10519098503548,1.26369291877041,0.27771236096402,0.399971990154948,0.361049205084685,0.462037738224501,-0.131337382945538,0.0677172969516101,-0.199063694594516,-0.0767535468171561,-0.203223906962773,-0.0664265142190371,0.124317639049319,-0.141533579039442,0.0804667356760879,0.0091425371995519,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"159","haageana",-97.453603,19.33851,"gbif",NA,141,156,72,1666,245,29,216,156,117,159,117,447,90,5,76,216,19,191,20,-3.02703638799714,3.39145082716072,0.234371279406082,0.806599285914722,-0.121787305728143,-0.452820260858858,0.692543106029322,0.264538315151424,-0.298537416654331,-0.265622635636529,0.279287224708405,0.0129581080938514,0.0630639633054115,-0.0349606488272409,-0.063481720623878,0.0557119756198872,0.0363779995615639,0.00931683017545024,-0.0168261157060822,"Haageana","Haageana","Haageana","Haageana"
"160","haageana",-97.519994,18.278058,"gbif",NA,190,159,69,1902,300,72,228,209,165,212,163,485,119,3,98,244,13,198,15,1.70800911300156,0.77266469478011,-0.526992684636649,-0.0576789634263861,0.0680252301022629,-0.0168439733429846,-0.357532236185606,-0.0325390540378709,0.112665993334319,0.0584637746640654,-0.0690692009964945,0.0358034012211782,0.0398011049470991,0.135652591531192,-0.0437216725982315,0.0235922225685111,-0.0250628581498665,-0.00668332059597107,0.00306082235479639,"Balsas","Balsas","Balsas","M_meissneri"
"162","haageana",-97.373889,17.976389,"gbif",NA,161,159,67,1924,275,38,237,173,135,184,134,611,138,4,92,307,18,235,26,-0.968534480219845,0.940721569656435,-0.868616452372817,-1.63199744787033,1.17927898109197,-0.253181211829426,-0.0750310686318455,0.0997021420521461,0.224115159749795,-0.0586297009815852,0.0460407247751365,0.0102005437934972,-0.113385547814346,-0.0910442303122483,0.114681655193033,-0.0228480979576078,0.013689531069279,0.0107472499641201,-0.0160069746883158,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"164","haageana",-97.443023,18.319085,"gbif",NA,205,155,68,1940,314,89,225,215,178,227,177,422,104,3,100,211,12,164,14,3.09476247888265,0.871945919396137,-0.0807513802035001,-0.369901002455284,-0.277737136919086,0.337651330120794,-0.220237316065998,-0.192739236028497,0.210270638619013,0.122391304436757,-0.0303409776912893,-0.0495561313947351,0.0224857931143957,0.0434343958194681,0.0595062347629542,-0.0935788147975101,0.0646801458238102,0.0499794501731918,0.0245529573422045,"Balsas","Balsas","Balsas","M_meissneri"
"165","haageana",-97.444409,18.384374,"gbif",NA,191,153,69,1897,298,77,221,210,166,213,165,461,109,3,98,230,12,186,14,1.99021431362977,1.10722141025699,0.123369012850278,0.033399456030088,0.0595787544634349,-0.0622322534689608,-0.330739319718415,0.00599453567672537,0.111865577604035,-6.72903200515385e-05,-0.0150738372171369,0.00737867121551553,-0.0381530471536999,0.194928267865192,-0.0471335449822969,0.00896880428104671,0.00549685955165285,-0.00336175698315247,-0.00867953581723182,"Balsas","Balsas","Balsas","M_meissneri"
"166","haageana",-97.373887,18.317231,"gbif",NA,212,154,68,1969,321,97,224,221,184,235,184,404,101,2,101,207,12,152,14,3.76476286447446,0.772820761186574,-0.011835612777576,-0.286973378382828,-0.40620443734146,0.469415976363737,-0.14756561269609,0.0589324959088881,0.241009269170833,0.200046164090857,-0.0504639066569177,-0.0259441862848099,0.00933634812135088,0.0158565129885824,0.0598952295249119,-0.142069870005004,0.102783719161092,0.0554447579803959,0.0101429062542834,"Balsas","Balsas","Balsas","M_meissneri"
"167","haageana",-97.481346,18.280115,"gbif",NA,190,157,69,1921,300,73,227,209,164,213,163,486,117,3,98,241,13,194,16,1.75680881732888,0.838151888765994,-0.377157731881758,-0.124169123507885,0.038922842939252,-0.0228279567414809,-0.378209899926601,0.063524778114959,0.120430141939127,0.00311166549854358,-0.0267441090872217,0.0668464815055165,-0.0175864224803139,0.159962399514282,-0.0194121436945505,-0.00423457105483662,-0.00989305126739256,0.0114822229688869,-0.013802428551523,"Balsas","Balsas","Balsas","M_meissneri"
"168","haageana",-97.622795,18.183729,"gbif",NA,161,166,70,1783,274,37,237,172,136,181,135,579,152,4,95,305,18,242,21,-1.36923778916069,0.717017166604727,-1.28123989897407,-0.0311356969560882,0.841102851857466,-0.108895078446394,-0.704705571496513,-0.00495332322006936,0.0609917392361217,0.0723699946401839,0.086283976246591,0.095084660027134,0.0525269227456877,-0.170022560351507,0.00481379114850216,-0.0358830936703659,0.0173578892926582,0.0160749204525809,0.0211938410068802,"Balsas","Balsas","Balsas","M_conspicua"
"169","haageana",-97.55957,18.325525,"gbif",NA,191,159,69,1903,301,73,228,210,166,213,164,469,117,3,97,239,12,195,14,1.81674397354015,0.858178118259877,-0.542056935000061,-0.0150540479500322,0.0102446701762098,-0.0569504028599599,-0.235357514385245,-0.0881251077302096,0.0824682818984374,0.0154690466290711,-0.0338511731612091,0.0550026666374288,0.0698361117864974,0.120308254845997,-0.0615640167546171,0.0163198538973647,-0.0193698933207049,-0.0128164830112409,0.00167356719935351,"Balsas","Balsas","Balsas","M_meissneri"
"170","haageana",-97.412778,17.880833,"gbif",NA,153,164,67,1872,270,27,243,170,128,175,127,588,127,4,87,299,17,237,22,-1.5618910882957,1.4408412903072,-1.48051164671698,-1.52631328389999,1.23953781388023,-0.341890668609473,0.44046694729997,-0.1813473121676,0.0852353905113036,-0.0474352246165309,0.0058257996610991,0.0014202237005536,-0.129837940930025,-0.0388644964574621,0.0442247717862822,0.040968030571539,-0.0541416663027617,-0.0715167073416828,-0.0204054166274022,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"171","haageana",-97.318047,17.762786,"gbif",NA,153,164,68,1738,268,30,238,163,129,173,128,586,127,3,89,299,15,228,22,-1.62188901535109,1.4861521088855,-1.23170617313537,-0.688040606744157,1.4616915655483,-0.00667475116033357,0.356050292908565,-0.0953426070919089,0.221884328620934,-0.0928539787297154,0.0428377728219742,-0.103723686513493,-0.0473820689271199,-0.111303051353187,0.122070455983084,0.0011489012184754,-0.013949055253128,-0.00868376694494996,0.00487948703764136,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"172","haageana",-97.305983,18.073063,"gbif",NA,127,155,71,1413,236,18,218,134,118,143,107,1045,207,12,84,563,45,319,74,-7.31477639781316,-1.92097197522807,1.73668882263838,-1.42540503561978,-0.073483060370564,0.606344569762489,-0.681283867686794,0.589446799639973,0.650428550367742,-0.404016348023307,0.0680751202525086,-0.0991411480667632,0.0261466975574085,-0.06384856071579,-0.0719554727400401,0.0497807771397197,-0.147338785351426,0.0219719397479006,0.0166106709104883,"Oaxacana","Oaxacana","Balsas","Oaxacana"
"173","haageana",-97.439257,17.928038,"gbif",NA,151,164,68,1778,266,26,240,167,126,172,125,581,134,4,90,296,17,234,21,-1.79926570820279,1.43684768856527,-1.31583864231533,-0.913595682330958,1.35855537529492,-0.140482153725913,0.0312037876022907,-0.231492732753052,0.0854086097849207,0.00599178313714656,0.0245631319081733,0.0530033290792615,-0.0709059175793626,-0.0230576798525622,0.032779675670227,0.0338804576628639,-0.0436154362278197,-0.0298551409814262,-0.000739024658511333,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"174","haageana",-99.162486,18.744792,"gbif",NA,240,169,68,1959,363,118,245,250,248,265,213,851,184,2,103,512,16,256,27,4.44849155719102,-4.54963075475538,-1.23362673316638,-0.479148334974269,-0.88658385742645,0.480255958277601,0.376743827961611,0.244277030512151,0.181311339681012,0.0660185606218602,-0.11475960936093,-0.35402173160924,-0.121553792378245,-0.480274182038676,-0.393289227593184,0.321572385966439,-0.416785509236336,0.145930225080494,-0.0143756294967771,"San_angelensis","San_angelensis","San_angelensis","San_angelensis"
"175","haageana",-99.047718,18.686488,"gbif",NA,240,169,69,1884,363,120,243,243,230,264,215,847,179,3,104,508,16,244,24,4.1284657163134,-4.30461995586438,-1.09555030749325,0.0116138570738924,-1.04041152399051,0.648394689324016,0.0963233132768558,-0.00472604651668516,-0.08700351863719,0.00264067363219328,-0.112523391932074,-0.348806114875801,-0.203687286546445,-0.301704486715475,-0.0954952182575684,-0.0577701546094032,-0.153706484649423,0.0889384987211696,-0.0194616246191864,"San_angelensis","San_angelensis","San_angelensis","San_angelensis"
"178","haageana",-97.380001,18.312851,"gbif",NA,208,154,69,1973,316,93,223,217,180,231,180,428,105,3,100,217,13,161,16,3.15455973909685,0.723772625235038,0.0617024931190431,-0.0844474255743675,-0.663119217544255,0.314815046754042,-0.373318683743486,0.112794171146163,0.151104134942337,0.0386584073717997,0.0421482482291029,-0.0124374540561314,-0.0241417244235127,0.0251335059365392,0.0389327182177999,-0.134415671380772,0.113003031173565,0.0855408608331483,0.00492572496152339,"Balsas","Balsas","Balsas","M_meissneri"
"179","haageana",-97.567678,18.269278,"gbif",NA,161,163,69,1797,273,39,234,172,136,181,135,537,140,4,94,281,17,227,19,-1.05102875414708,1.19831997721172,-0.986882019437557,-0.373256143911477,0.966923064714827,-0.104033407605014,-0.464667689716882,-0.154154625516,0.0662399055244663,0.10652061667742,0.0637283230353817,0.0364504754079482,0.0769689960448566,-0.152681668628394,0.0211330365195232,-0.0384828458150057,0.0175147697772763,0.000366455987318732,0.0223930838738262,"Balsas","Balsas","Balsas","M_conspicua"
"180","haageana",-97.454164,18.329486,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,2.94247628380855,0.868670469721461,-0.0702602750673128,0.0414146818361101,-0.457263878944997,0.259857548781985,-0.365607921817419,-0.0557324535076955,0.154250258876436,0.0549566730299526,-0.0256049955156448,0.0505369882200912,-0.0129580332206114,0.201130621251331,-0.0423911780699059,-0.0311950485489908,-0.000697536440967463,-0.00102004311361305,0.00854482318467478,"Balsas","Balsas","Balsas","M_meissneri"
"181","haageana",-97.309745,18.067554,"gbif",NA,126,155,71,1412,235,18,217,133,118,143,106,1049,208,12,85,565,45,321,74,-7.33278627434074,-1.94125477502898,1.77880071203408,-1.41079747944925,0.00168954228764984,0.605842132520565,-0.794042617245656,0.594278293405126,0.669751934017291,-0.397085379987935,0.0377385890074222,-0.14607804547879,0.043609207835603,-0.0636282201708621,-0.0715691715702011,0.0484700466516117,-0.159616181181042,0.0535843401621603,0.0024183206236517,"Oaxacana","Oaxacana","Balsas","Oaxacana"
"182","haageana",-97.389633,17.551781,"gbif",NA,151,168,71,1465,266,31,235,159,131,169,130,784,168,8,87,406,25,302,33,-3.79348277210953,-0.595776963736319,-0.626348726399575,0.199533083800628,0.279569321670086,-0.0622172263024347,-0.132341039821869,-0.687140078469245,0.207367947849008,-0.088550206801487,-0.0103250556573838,-0.0390551704034377,-0.0183228822321204,-0.0504933315806354,0.117203252971426,-0.00586575803662544,-0.0532688946169626,0.000148424823833855,-0.0151969734927563,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"183","haageana",-97.442862,18.327298,"gbif",NA,195,154,69,1879,303,81,222,213,170,217,169,456,110,3,98,226,13,180,15,2.20178384322949,0.937146546810132,0.0925014564630801,0.0495773784087824,-0.147864170989053,0.121305471401361,-0.253628447385178,-0.0140237158354185,0.147478508970937,0.0796726273886317,-0.0300568562254044,0.057823668446592,0.00772743506469191,0.167764171148015,-0.0257144616112564,-0.00182014147836045,0.00307037020665165,-0.0054780857730708,-0.00805720474101174,"Balsas","Balsas","Balsas","M_meissneri"
"184","haageana",-97.343604,18.057471,"gbif",NA,144,159,68,1707,257,26,231,154,121,164,120,648,147,5,88,343,24,237,32,-2.91481363941321,1.09585479409302,-0.31558460220667,-1.23382353804894,1.29586896871431,0.101310051347909,0.0313212664367325,0.113486021768857,0.188019294080739,0.0746950358580429,0.0346410654963389,-0.0051830371245783,0.0256277201481823,-0.159113700032025,0.0715605121838051,-0.0596010153092617,-0.0105119292296411,-0.0353940038267057,-0.00356608616030894,"Oaxacana","Oaxacana","Balsas","Oaxacana"
"186","haageana",-97.617155,18.31587,"gbif",NA,184,162,69,1880,295,63,232,203,159,206,157,517,132,3,93,270,14,221,17,0.86768208433293,0.585883292339415,-0.872357984020712,-0.158832962063748,0.1761698612443,-0.275892223326444,0.0460332515352315,0.00699903663610915,0.0779903805713301,0.0467515560589094,-0.0342680056733443,0.166682115580116,0.14662262835938,0.0121779156775767,-0.0735607772539527,0.0374575037496721,-0.00655437776904787,-0.0407933954905604,-0.00726438693329539,"Balsas","Balsas","Balsas","M_meissneri"
"187","haageana",-97.558445,18.277731,"gbif",NA,183,160,69,1902,294,63,231,202,158,205,156,522,129,3,94,266,15,219,18,0.853986097243591,0.662123831479859,-0.721333183713947,-0.250568663492839,0.182963921891996,-0.259164114319408,-0.0976293051652972,0.125039889479931,0.113673744370562,0.0703479780066376,-0.0268414875299605,0.147938064005988,0.0368671648862005,0.0384133095236748,-0.0491242008608744,0.0329851988481803,-0.020626414801825,-0.0309790321040027,-0.00583152870316273,"Balsas","Balsas","Balsas","M_meissneri"
"188","haageana",-97.559992,18.283966,"gbif",NA,188,160,69,1891,299,68,231,207,162,210,161,500,125,3,97,254,14,209,16,1.38899018111322,0.633856326777789,-0.712335067168056,-0.121709524495802,0.126549668333895,-0.0745460930082519,-0.292255658238269,-0.024305396048238,0.136750750292523,0.108045048233766,-0.0599739861304446,0.127872451856097,0.00862707798778826,0.10769012789711,-0.0433775008560542,0.00906630832546721,-0.0114424417718995,-0.0235831157319193,0.000699996918047101,"Balsas","Balsas","Balsas","M_meissneri"
"190","haageana",-97.45816,18.332067,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,2.88696896228297,0.866055368129313,-0.189381210144519,0.0233053474554644,-0.386248829331729,0.286642136456882,-0.489203337933317,-0.0593015124544208,0.156827166329432,0.0550538458518769,-0.0580578646772397,0.042721392301209,-0.00952831115483478,0.240755050975326,-0.0468744683133394,-0.0302459981990464,0.00912347729685433,-0.0120391365118204,0.0101780199800065,"Balsas","Balsas","Balsas","M_meissneri"
"191","haageana",-97.457115,18.330141,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,2.88696896228297,0.866055368129313,-0.189381210144519,0.0233053474554644,-0.386248829331729,0.286642136456882,-0.489203337933317,-0.0593015124544208,0.156827166329432,0.0550538458518769,-0.0580578646772397,0.042721392301209,-0.00952831115483478,0.240755050975326,-0.0468744683133394,-0.0302459981990464,0.00912347729685433,-0.0120391365118204,0.0101780199800065,"Balsas","Balsas","Balsas","M_meissneri"
"192","haageana",-97.457016,18.330418,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,2.88696896228297,0.866055368129313,-0.189381210144519,0.0233053474554644,-0.386248829331729,0.286642136456882,-0.489203337933317,-0.0593015124544208,0.156827166329432,0.0550538458518769,-0.0580578646772397,0.042721392301209,-0.00952831115483478,0.240755050975326,-0.0468744683133394,-0.0302459981990464,0.00912347729685433,-0.0120391365118204,0.0101780199800065,"Balsas","Balsas","Balsas","M_meissneri"
"193","haageana",-97.456291,18.331127,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,2.94247628380855,0.868670469721461,-0.0702602750673128,0.0414146818361101,-0.457263878944997,0.259857548781985,-0.365607921817419,-0.0557324535076955,0.154250258876436,0.0549566730299526,-0.0256049955156448,0.0505369882200912,-0.0129580332206114,0.201130621251331,-0.0423911780699059,-0.0311950485489908,-0.000697536440967463,-0.00102004311361305,0.00854482318467478,"Balsas","Balsas","Balsas","M_meissneri"
"194","haageana",-97.457016,18.33156,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,2.88696896228297,0.866055368129313,-0.189381210144519,0.0233053474554644,-0.386248829331729,0.286642136456882,-0.489203337933317,-0.0593015124544208,0.156827166329432,0.0550538458518769,-0.0580578646772397,0.042721392301209,-0.00952831115483478,0.240755050975326,-0.0468744683133394,-0.0302459981990464,0.00912347729685433,-0.0120391365118204,0.0101780199800065,"Balsas","Balsas","Balsas","M_meissneri"
"195","haageana",-97.560163,18.27333,"gbif",NA,176,161,69,1857,286,55,231,194,151,197,149,535,132,3,92,272,16,227,20,0.131081275118829,0.803955914713532,-0.759221700287138,-0.274727554464219,0.391806938485828,-0.278277576288917,0.0227224681249317,0.157936753550203,0.169345906003925,0.0784860812671581,-0.0441510318313296,0.149992733855338,0.100335628441884,0.00236800866238882,-0.039817274925714,0.0586682220882928,-0.00389269462630551,-0.0369317423269092,0.00610603933021526,"Balsas","Balsas","Balsas","M_conspicua"
"197","haageana",-97.361046,17.87545,"gbif",NA,156,162,66,1961,272,29,243,174,129,179,128,554,125,4,88,281,16,230,22,-1.06399316749179,1.60195997633944,-1.42933385384215,-2.05872631199501,1.32056920412148,-0.425673056533713,0.395585342685312,-0.185408962743721,0.136520789153029,-0.0712052177968371,0.00482795875820622,0.0526396833746977,-0.0788306601173039,-0.02098416770484,0.0291726788417262,0.0231258999863104,-0.0299728052542345,-0.0649336584257346,-0.0103752385726174,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"198","haageana",-97.691673,17.894515,"gbif",NA,193,171,70,1951,307,63,244,206,166,215,165,715,173,4,96,383,15,274,23,0.553541843059133,-1.48014963135842,-1.813255020099,-0.150921485394273,-0.0928771054703941,-0.48433120377006,-0.431088796744128,0.123535679566198,-0.0664729503729448,-0.259192084157536,0.0155199696199145,0.10437733715818,0.0667721744557436,-0.0975589554627407,-0.00914240046541595,0.0345582207148902,0.0668842777757952,0.00291607628227047,0.00726002125124632,"Balsas","Balsas","Balsas","M_conspicua"
"199","haageana",-97.356763,18.456823,"gbif",NA,192,147,69,1838,295,83,212,205,167,212,166,489,115,4,96,246,13,192,17,1.70873580904943,0.931402647530691,1.0445258751279,0.0311837677976959,-0.0273055579694832,-0.17247814806563,-0.200758193717232,-0.0649655203781463,0.13885362203805,-0.0758911085563658,0.0740108168051634,-0.00494539813909118,0.0365199554095085,0.118177483395944,0.0209997730937451,-0.0476186175840193,0.0504772982013022,0.0215660749954191,0.0222170493668298,"Balsas","Balsas","Balsas","M_meissneri"
"200","haageana",-97.415511,19.418286,"gbif",NA,145,151,70,1827,247,34,213,163,119,165,119,350,73,4,74,166,15,151,18,-1.90965065088897,4.28035139484765,0.466291968610411,-0.0672142099296308,0.0657715120187405,-0.535790203388246,1.14701113477089,0.422259272533752,-0.347328866347449,-0.405209674690819,0.346937336030759,0.0674709760745143,0.233080771222812,-0.03666586455409,-0.0987313519907961,0.0665597067686381,0.0752606044233201,-0.0195608233274575,-0.0269940112104338,"Haageana","Haageana","Haageana","Haageana"
"204","haageana",-97.428628,19.514786,"gbif",NA,120,146,71,1599,221,17,204,128,98,138,98,556,100,10,71,249,32,202,35,-5.57432987440258,3.46775436967867,1.93177518842787,-0.584784577185257,-0.375462562289998,-0.386392454438045,0.471190029203909,0.0246869567032632,-0.310914837810154,-0.193092703911523,0.321131744849457,-0.0938433261873793,0.0403235778297542,-0.0973171531143216,0.123755942368065,0.0179942960812926,0.0398269164318313,0.0569506002870787,-0.0420815985226778,"Haageana","Haageana","Haageana","Haageana"
"205","haageana",-97.414772,19.419206,"gbif",NA,145,151,70,1828,247,33,214,162,118,164,118,348,72,4,74,164,15,150,15,-1.89586226176509,4.37374097678764,0.389193846929478,-0.0288379752284735,0.12596719357012,-0.586458194502306,1.1402074765638,0.333216685848373,-0.471467890069119,-0.329609182496651,0.356197156047384,0.0643637152293065,0.160868548060928,-0.0544471302327242,-0.0819518788575115,0.0616185203947834,0.0678804559959292,-0.0120520053612696,-0.000318693189922048,"Haageana","Haageana","Haageana","Haageana"
"206","haageana",-97.452984,18.327783,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,2.94247628380855,0.868670469721461,-0.0702602750673128,0.0414146818361101,-0.457263878944997,0.259857548781985,-0.365607921817419,-0.0557324535076955,0.154250258876436,0.0549566730299526,-0.0256049955156448,0.0505369882200912,-0.0129580332206114,0.201130621251331,-0.0423911780699059,-0.0311950485489908,-0.000697536440967463,-0.00102004311361305,0.00854482318467478,"Balsas","Balsas","Balsas","M_meissneri"
"209","haageana",-97.754776,18.620033,"gbif",NA,168,168,71,1733,282,47,235,184,144,187,143,545,127,3,88,276,18,232,20,-0.968693848114485,0.966001038371957,-1.29958911037498,0.636627658778342,0.020366268609269,-0.121804962368285,0.208081678579461,0.201002352844748,0.0766398562363799,0.107780608188577,-0.0240466845011315,0.0999911991506604,0.0590386356611602,-0.058217312258332,-0.00476314478450246,0.0293813050014151,-0.0538241503853705,-0.0509685387220766,0.00576870622026824,"Balsas","Balsas","Balsas","M_conspicua"
