"rowname","Especie","Long","Lat","BD","colecta","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","prub","env_group","env_group_2","env_group_3"
"285","haageana",-97.456936,18.330403,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,2.88696896228297,0.866055368129313,-0.189381210144519,0.0233053474554644,-0.386248829331729,0.286642136456882,-0.489203337933317,-0.0593015124544208,0.156827166329432,0.0550538458518769,-0.0580578646772397,0.042721392301209,-0.00952831115483478,0.240755050975326,-0.0468744683133394,-0.0302459981990464,0.00912347729685433,-0.0120391365118204,0.0101780199800065,"Balsas","Balsas","Balsas","M_meissneri"
"286","haageana",-97.457571,18.330533,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,2.88696896228297,0.866055368129313,-0.189381210144519,0.0233053474554644,-0.386248829331729,0.286642136456882,-0.489203337933317,-0.0593015124544208,0.156827166329432,0.0550538458518769,-0.0580578646772397,0.042721392301209,-0.00952831115483478,0.240755050975326,-0.0468744683133394,-0.0302459981990464,0.00912347729685433,-0.0120391365118204,0.0101780199800065,"Balsas","Balsas","Balsas","M_meissneri"
"287","haageana",-97.4625,18.623667,"gbif",NA,160,160,70,1767,271,45,226,176,134,179,134,452,99,3,88,233,16,188,16,-0.837828527775114,2.39076943734463,-0.547418224710585,0.269878001793592,0.431750763024195,-0.0268889890702013,0.213199774334094,0.15957578945735,-0.071416159742781,0.0285710851101882,0.0239842092255136,-0.0767362991400296,-0.014517478365576,0.039335722985317,-0.0205134411647039,-0.0706079407496165,-0.0465237620220024,-0.0246084016270978,0.0240974764818379,"Balsas","Balsas","Balsas","M_conspicua"
"288","haageana",-97.571556,18.236194,"gbif",NA,167,162,69,1822,278,46,232,184,143,188,141,547,138,4,92,279,18,232,21,-0.683918259544651,0.923665976456793,-0.791776248993936,-0.423477002712124,0.553802819087669,-0.231637928704719,-0.196448009474296,-0.0209121292135003,0.118524691816127,0.118768041270692,-0.0219423714719901,0.128068732117887,0.118866124136191,-0.0424799366649005,-0.0309849956973882,0.0484980367383723,-0.0164564305605905,-0.0360588190071816,-0.00256193139183885,"Balsas","Balsas","Balsas","M_conspicua"
"289","haageana",-97.547167,18.239722,"gbif",NA,170,161,69,1862,280,48,232,187,144,191,143,543,133,4,91,273,18,228,22,-0.502075713426475,0.965349671007264,-0.750481384005985,-0.52111506561197,0.34946551162572,-0.278947419542726,-0.0967394230398705,0.088395715209503,0.118423455436827,0.0517180664846005,-0.00173481779316563,0.157712492860286,0.0681321359933431,-0.00808997289579773,-0.0249045879722835,0.0475570405028845,0.0179332486172404,-0.0303146239541296,0.0047412868980361,"Balsas","Balsas","Balsas","M_conspicua"
"290","haageana",-97.458889,18.319222,"gbif",NA,205,156,69,1964,314,88,226,215,177,227,177,421,104,3,100,210,12,165,14,2.98154968105921,0.87428986294825,-0.240879179749182,-0.0406924725406978,-0.519644925154482,0.26690862154374,-0.396136594135709,-0.0266509642915679,0.137258038840029,0.0366745898384124,0.0457983742720056,-0.0161696995765204,-0.0434866869535343,0.0394648844797256,0.039938632803114,-0.105327892670954,0.086773957081787,0.0626151818980461,0.0208494586472136,"Balsas","Balsas","Balsas","M_meissneri"
"291","haageana",-97.435861,18.375944,"gbif",NA,193,153,69,1917,300,79,221,212,167,215,166,459,109,3,97,228,12,184,14,2.09882986780066,1.0871366805892,0.118769592042738,-0.0018115787294708,-0.0658390862393615,-0.109514588340346,-0.231984511149361,0.0471260740360422,0.062942743373429,-0.0176497776059659,-0.00212373858728376,0.0443176124399457,-0.00848901801242923,0.185980265081687,-0.0377898261266952,-0.00184635960392005,0.00447371530127673,0.00198462471200447,-8.08939377311964e-05,"Balsas","Balsas","Balsas","M_meissneri"
"292","haageana",-97.47875,18.349278,"gbif",NA,180,156,69,1875,287,63,224,198,154,201,153,504,116,4,92,248,15,205,18,0.600942280098565,1.19038027712863,-0.108593369210108,-0.276702559357668,0.0498548951759233,-0.271008646166215,-0.0110098372759153,-0.0136682064407175,0.0400115853679503,-0.0493698932249407,-0.00372102839618793,0.0516267359386786,0.0456215744049918,0.121012512647186,-0.0205449284686421,0.0482242067942378,0.0160236680561311,-0.0122542454626611,0.00562782306118402,"Balsas","Balsas","Balsas","M_conspicua"
"293","haageana",-97.475361,18.36,"gbif",NA,149,162,70,1665,261,32,229,163,125,167,125,505,122,4,89,255,19,207,20,-2.05442855674457,2.08326503383779,-0.643622701113313,0.147660383683266,0.834736160933238,0.131789541197283,-0.106837971410152,-0.0565024312779661,0.0211265264149324,0.130360104891008,0.0700449884630323,0.0359036977147131,0.074838398088893,-0.0575519248106321,0.0276257709709601,-0.0211615642790522,-0.0502252853434278,-0.0451967169591937,0.0210483679010011,"Balsas","Balsas","Balsas","M_conspicua"
"294","haageana",-97.478139,18.353806,"gbif",NA,168,158,70,1837,276,51,225,185,143,188,141,480,108,3,87,231,17,200,18,-0.420007322238228,1.91455117546246,-0.379098597268317,0.120987899768038,0.0917328401630901,-0.293758468373889,0.290772482897401,0.358877297894676,-0.0348599695996489,0.0462726014166917,0.0551489064072845,0.0862423048402284,0.00979916097715839,-0.00694683966669652,-0.0175854608354826,0.0670983505929374,-0.0124628330202693,-0.00226983103470961,0.00798493900382882,"Balsas","Balsas","Balsas","M_conspicua"
"295","haageana",-97.4805,18.357139,"gbif",NA,168,158,70,1837,276,51,225,185,143,188,141,480,108,3,87,231,17,200,18,-0.420007322238228,1.91455117546246,-0.379098597268317,0.120987899768038,0.0917328401630901,-0.293758468373889,0.290772482897401,0.358877297894676,-0.0348599695996489,0.0462726014166917,0.0551489064072845,0.0862423048402284,0.00979916097715839,-0.00694683966669652,-0.0175854608354826,0.0670983505929374,-0.0124628330202693,-0.00226983103470961,0.00798493900382882,"Balsas","Balsas","Balsas","M_conspicua"
"296","haageana",-97.482722,18.359472,"gbif",NA,151,162,70,1697,263,34,229,166,128,170,127,486,119,4,91,246,18,202,19,-1.70984274141105,2.12448876080002,-0.682717411659762,0.153277137103362,0.795768095503149,0.155551995851599,-0.299103200954817,-0.0794994761094343,0.0380705919412908,0.0979648559883917,0.0680977145448125,-0.00390351008905166,0.0633263629193226,-0.0320822174362064,-0.00894040852993045,-0.0112857699400785,-0.0578873838256075,-0.0251614437092657,0.00898542865727877,"Balsas","Balsas","Balsas","M_conspicua"
"297","haageana",-97.382222,18.682167,"gbif",NA,153,159,71,1719,263,40,223,168,128,172,128,501,102,5,83,250,22,186,22,-2.06191604982779,2.35834295835497,-0.109131936324706,0.261114496428332,-0.194731171295768,0.044358293174063,0.286377632358399,0.225398945426714,-0.275065302720491,-0.0127424530216098,0.110518516363484,-0.0260468401846445,-0.0278944770587727,0.0114454782961658,-0.0074246903290589,-0.0346024682615057,-0.0393820046250147,-0.00414255256105281,-0.00023407531776438,"Balsas","Balsas","Balsas","M_conspicua"
"298","haageana",-97.453139,18.255556,"gbif",NA,154,160,69,1763,265,35,230,165,129,173,128,485,118,4,91,242,17,198,20,-1.40196497260578,2.16008530062836,-0.637072181394485,-0.377640386912016,0.925565003849333,0.106107602339439,-0.202047093462688,-0.0859586529391108,0.092440414392496,0.021314832799735,0.121932897734472,-0.010677340974793,0.0408507732616353,-0.0904299762757362,0.05008423087965,-0.0307083794925172,-0.00379497661101275,0.0104841922818955,0.0336431425248118,"Balsas","Balsas","Balsas","M_conspicua"
"299","haageana",-97.435528,18.232194,"gbif",NA,157,159,69,1805,268,38,230,169,132,178,131,508,121,4,90,252,18,205,21,-1.25739968905107,1.89687521098253,-0.574712326281442,-0.491309019873122,0.740425457765495,-0.0459118919349343,-0.110134338286975,0.0524019357928025,0.0565984361383217,0.0310180500865508,0.118824124245592,0.0432463108489962,-0.00699499471878098,-0.0992167381472282,0.0480146675254702,-0.0176415916324383,0.0132045245771178,0.0276893046832452,-0.00399848535796825,"Balsas","Balsas","Balsas","M_conspicua"
"300","haageana",-97.519222,18.404472,"gbif",NA,158,162,70,1744,269,40,229,174,133,178,133,472,115,3,90,241,16,202,16,-1.05159399181141,2.07900854644115,-0.799537828074768,0.295293411772534,0.700648700864096,-0.0388061286312429,-0.0371567354231304,0.0614469262277728,-0.0198641012617972,0.0962312381913819,0.0364769925753764,0.0296486705200881,0.0595571673128186,-0.0236887258721797,-0.020796580743235,-0.0112823919608316,-0.0151638373493698,-0.0206713969517477,-0.00215059106451763,"Balsas","Balsas","Balsas","M_conspicua"
"301","haageana",-97.50025,18.26825,"gbif",NA,188,158,69,1903,298,70,228,207,163,210,161,499,121,3,97,249,14,203,16,1.47528112072646,0.760018616718031,-0.465109296908059,-0.127860057623931,0.0996725616778352,-0.0864630702430392,-0.302614868594414,0.0470582603287715,0.113435480961839,0.08303145955148,-0.0490479181690274,0.0780774620362631,-0.00819763743563565,0.117947697940529,-0.0338257280766168,0.0291851295983013,-0.0270152991628283,-0.00814756276829877,7.99624458890187e-05,"Balsas","Balsas","Balsas","M_meissneri"
"302","haageana",-97.474861,18.43075,"gbif",NA,170,156,70,1803,277,55,222,187,146,191,145,486,108,3,89,239,16,202,17,-0.15911301032408,1.76854161069928,-0.100392420627048,0.279991911334548,0.193778368926406,-0.265530428743863,0.183934544468549,0.25950020816191,0.0130725891906976,0.0409556510915317,0.0298617703143254,0.0274838477041728,-0.0283104719764096,0.0394113685413755,-0.0276722325896923,0.0544654854627358,0.0168544502457458,-0.000749643959736129,-0.0262093657790865,"Balsas","Balsas","Balsas","M_conspicua"
"303","haageana",-97.403889,18.706556,"gbif",NA,146,163,72,1597,258,33,225,155,123,164,123,492,96,4,80,240,24,176,24,-2.84526848420962,2.69794817266931,-0.39260129754684,0.83421018441237,-0.221310108319458,0.434150981645877,0.593292238767628,0.434258232391901,-0.178608323309083,0.113723269735769,0.135926150002099,-0.0588774350075427,-0.0177944321484411,-0.15504622124363,0.0722695021983877,-0.034535029619701,-0.0237193354170909,0.0223413553436658,-0.0136438054319281,"Haageana","Haageana","Haageana","Haageana"
"304","haageana",-97.408583,18.697833,"gbif",NA,147,163,72,1596,259,34,225,157,124,165,124,487,97,4,81,237,24,178,24,-2.7398135614461,2.63603332819774,-0.391715056838561,0.852327773273249,-0.224415995079229,0.445026385957254,0.50329039701451,0.412526118117144,-0.129308256155247,0.142662275515317,0.112904292751142,-0.0381487260111156,-0.0112439035971685,-0.127917447966067,0.060743928027145,-0.0339268289252247,-0.0320599392933018,0.0150938209798069,-0.011785779988853,"Haageana","Haageana","Haageana","Haageana"
"305","haageana",-97.532917,18.201611,"gbif",NA,155,163,69,1784,268,34,234,167,131,176,130,510,130,4,94,261,17,212,19,-1.29502305884114,1.70463414803195,-1.00998046604567,-0.391537746721728,1.05311535813658,0.070557046827569,-0.511079718124665,-0.156845089414472,0.0768975761798916,0.0838561241583582,0.0763190175954289,-0.0142811466374893,0.0433539416301784,-0.116898831924771,0.0270394989006334,-0.027849351398469,-0.00223862898543695,0.0140164460962541,-0.00432014073278543,"Balsas","Balsas","Balsas","M_conspicua"
"306","haageana",-97.466944,18.4195,"gbif",NA,173,156,70,1832,280,58,222,191,148,194,147,493,109,4,89,242,15,202,18,-0.0242115780579281,1.6096791132564,-0.0490226649914924,0.153456406493053,-0.0572267626073971,-0.325961483235107,0.109116597876385,0.104435479728688,-0.0324988818410958,-0.150739281533339,0.0751585320395117,0.0325562558104618,0.01707227822491,0.107258430907079,-0.035357276895675,0.0402813080211132,0.00544366901799915,0.00559940262649173,-0.0136466579400683,"Balsas","Balsas","Balsas","M_conspicua"
"307","haageana",-97.405361,18.705139,"gbif",NA,146,163,72,1597,258,33,225,155,123,164,123,492,96,4,80,240,24,176,24,-2.84526848420962,2.69794817266931,-0.39260129754684,0.83421018441237,-0.221310108319458,0.434150981645877,0.593292238767628,0.434258232391901,-0.178608323309083,0.113723269735769,0.135926150002099,-0.0588774350075427,-0.0177944321484411,-0.15504622124363,0.0722695021983877,-0.034535029619701,-0.0237193354170909,0.0223413553436658,-0.0136438054319281,"Haageana","Haageana","Haageana","Haageana"
"308","haageana",-97.090667,17.578083,"gbif",NA,142,154,70,1394,252,34,218,147,134,159,122,943,197,9,88,518,34,308,52,-4.98621637901972,-1.56876949453451,1.4154574638733,-0.696371865433164,0.731437186343989,0.308896794141468,-0.319226968435721,0.0128116249275906,0.447127866286013,-0.114930560240548,0.0417701440301844,-0.152540616430194,0.00816760323235949,-0.178323291934182,-0.0214535510928822,0.0256777013409651,-0.165907779256625,0.0482610431645996,0.00694203398699302,"Oaxacana","Oaxacana","Oaxacana","Oaxacana"
"309","haageana",-97.520889,18.760194,"gbif",NA,156,167,72,1697,269,39,230,170,131,174,131,424,93,2,82,216,17,178,17,-1.54115131906417,2.72825151713808,-1.17569618032823,1.17146399702978,-0.0942047732007784,0.139077411487179,0.657868336134444,0.514157931749358,-0.149758183924152,0.00955828753897761,0.121214057145108,0.0142732283935932,0.0855656003310031,-0.117891870860562,-0.0297100577645439,-0.0343273474202408,-0.0351607736266195,-0.0252099607014205,0.0107820364225726,"Haageana","Haageana","Haageana","Haageana"
"310","haageana",-97.556778,18.737139,"gbif",NA,148,169,73,1613,263,32,231,161,124,165,124,476,103,2,85,240,17,197,17,-2.29090315478211,2.52052053049531,-1.34131765440929,1.68850606888761,0.272899054322263,0.175022050500938,0.20247687633923,0.497204466678399,-0.11613549571714,-0.0119798939459949,0.125330488436864,-0.0578576770708454,-0.00832758199055605,-0.0928212251387516,0.0265591816697789,-0.0652777376603522,-0.0953659582947934,0.0043919726117309,0.0211387233608384,"Haageana","Haageana","Haageana","Haageana"
"311","haageana",-97.620306,18.73825,"gbif",NA,168,166,70,1850,282,48,234,185,142,188,141,470,107,3,85,240,18,205,19,-0.601896799061455,1.75662784739094,-1.228739541344,0.015700202041959,-0.168869628430047,-0.180100248660165,0.525064399869482,0.291629019352779,-0.0256450471099096,0.0895565311091009,-0.0218974338184834,0.052270087783416,0.0798434986003899,-0.0626609131355708,-0.0363639735632069,-0.0228242160867556,-0.0493072068508436,-0.0579285075777178,0.0101447494275908,"Balsas","Balsas","Balsas","M_conspicua"
"312","haageana",-97.463889,18.603833,"gbif",NA,168,156,70,1822,276,54,222,185,143,188,142,501,106,4,87,252,17,204,19,-0.514056332692258,1.77177734937474,-0.0329298699228228,0.0661677457550452,-0.017534931821515,-0.339453114339231,0.249255649180858,0.203303843297946,-0.0707532261981921,-0.0827692031889392,0.0553754855438745,-0.023965867313718,-0.0429572012188714,0.0700956328016665,-0.0343338925410739,-0.00419865566062854,-0.0181106905240583,-0.0129694528454863,0.00140717765451011,"Balsas","Balsas","Balsas","M_conspicua"
"313","haageana",-97.471667,18.608333,"gbif",NA,168,157,70,1839,276,54,222,185,143,189,142,502,106,4,87,253,17,205,19,-0.501942842178453,1.75763700583138,-0.103183965964839,0.0421091713570008,-0.047493753421903,-0.370444384036109,0.231338039810303,0.229076065921691,-0.0884186917736022,-0.0946042431021118,0.0234091893826606,-0.0642124121747452,-0.0020507154566145,0.0619717677343785,-0.0333198483933421,-0.00445002228045649,-0.00617636269033446,0.00227934862181962,-0.0154013604553784,"Balsas","Balsas","Balsas","M_conspicua"
"314","haageana",-97.361028,18.345306,"gbif",NA,209,152,68,1951,318,97,221,218,182,232,182,423,103,3,97,214,13,159,13,3.35474506464267,0.815667349896392,0.313798963346018,-0.355879509200923,-0.555739805637605,0.208827336638924,0.120393308330042,-0.110717626349449,0.0535000139006874,0.187762831122698,0.00781131403539803,-0.00921335624936735,0.0364680085158083,-0.0293255428161578,0.0925758117073338,-0.138161725685484,0.0779267368849718,0.0361124443816138,-0.00939875421202664,"Balsas","Balsas","Balsas","M_meissneri"
"315","haageana",-97.649444,18.321111,"gbif",NA,176,163,69,1855,287,54,233,194,151,197,149,536,140,3,94,288,13,235,17,0.24612744138413,0.635817772333457,-1.02603349553354,-0.141937816504818,0.666015281815807,-0.37594170534644,-0.158507685690566,-0.0427220777478403,0.102454788955353,-0.0261250785128373,-0.0125049378920293,0.115673641338306,0.161902302515441,-0.0136071151105458,-0.084214972166729,0.0128426724352733,-0.00790818385156309,-0.0417435967857346,0.0136641520723154,"Balsas","Balsas","Balsas","M_conspicua"
"316","haageana",-97.590944,18.367639,"gbif",NA,176,161,70,1839,286,57,229,194,152,197,150,506,125,3,91,263,14,218,17,0.195036711551901,1.06635838428296,-0.723154575280469,0.267481753583798,0.171002394401494,-0.32995293994592,0.0357884813747912,0.143588016226592,0.0280560316193242,-0.0523184345815026,0.0585887438324025,0.117156234561335,0.0864417627161316,-0.00613346309052927,-0.083221062825178,0.0343286467777538,-0.00902759852053296,-0.0254195443554737,-0.00807344466807105,"Balsas","Balsas","Balsas","M_conspicua"
"317","haageana",-97.602583,18.366194,"gbif",NA,177,161,70,1878,288,58,230,196,152,199,151,508,127,3,92,265,13,220,16,0.378600218747965,0.999422752406279,-0.821395876815098,0.232726509172904,0.192555194897781,-0.425582707697929,-0.0876459118460651,0.150398199082653,-0.0212055846850733,-0.110404251440737,0.084524761831564,0.130314704257831,0.0619501989197253,0.0131355704737842,-0.077668812449271,0.0030945687831655,-0.00898002551264233,-0.0255150665974989,-0.022397769644951,"Balsas","Balsas","Balsas","M_conspicua"
"319","haageana",-97.528278,18.201,"gbif",NA,160,162,69,1807,272,38,234,172,135,181,134,537,136,4,93,274,18,223,21,-1.14506188828558,1.30369053259343,-0.917277695806796,-0.476316819564399,0.858614490544904,-0.0640616273864232,-0.388018299173313,-0.0360793001783508,0.110726603822553,0.0952772303423074,0.0731080817935694,0.080088792290026,0.0255882650412919,-0.124299052534816,0.0266304540648424,-0.0169649497769526,0.0206711466838907,0.0148011338005447,0.00229424152656727,"Balsas","Balsas","Balsas","M_conspicua"
"320","haageana",-97.633778,18.33475,"gbif",NA,170,163,69,1841,282,49,233,189,146,191,144,529,136,3,92,281,14,231,17,-0.173794805791894,0.962145450822195,-1.03378725756482,-0.184903231044484,0.72476812764221,-0.371030615115549,-0.0273698794358985,-0.00875456859311396,0.0541577543709482,0.0136207808374641,0.000907079360652926,0.112793644033932,0.149341376637452,-0.0320542017339633,-0.0769331816135221,0.0293959486871215,-0.0363717504715176,-0.064857766420149,-0.00137283755089787,"Balsas","Balsas","Balsas","M_conspicua"
"321","haageana",-97.576222,18.347417,"gbif",NA,185,160,69,1879,295,66,229,204,159,206,158,492,122,3,94,254,12,209,15,1.16152377758316,0.897734104688232,-0.658715959176388,-0.0461996825997215,0.204755123029759,-0.242367187557459,-0.0103055661779705,-0.0680784729631837,0.0645997620572082,-0.0445939717235827,-0.0164595863597476,0.086193855468285,0.113188712708256,0.0921792289780241,-0.0523608691762016,0.0132606898885619,-0.0104132168214181,-0.0445476590821909,0.0120242981260993,"Balsas","Balsas","Balsas","M_meissneri"
"322","haageana",-97.456389,18.663333,"gbif",NA,156,162,71,1709,267,41,226,171,131,175,131,438,95,3,85,227,16,180,16,-1.32111641547728,2.66495423898655,-0.652836179945317,0.735916335380861,0.222486371972962,0.0592410823765373,0.391434107413651,0.206332821413037,-0.162304104294382,-0.0490469846281183,0.105112491113676,-0.0558171407624541,0.0284338782295058,-0.0123788387246567,-0.0425360597910024,-0.0529174932929064,-0.0287528364027844,-0.00682146375518285,0.00447293418110995,"Balsas","Balsas","Balsas","M_conspicua"
"323","haageana",-97.437222,18.373889,"gbif",NA,191,153,69,1886,298,77,221,209,166,213,165,467,111,3,99,232,12,187,14,1.98814850674964,1.04583698700422,0.133119866220028,0.0584047365853136,0.130876837599369,-0.0179333538267498,-0.422506630230677,-0.0194432886636466,0.133077386727292,0.0158750891845909,-0.0184555428261166,-0.00387135853678442,-0.0447312876498162,0.187870798960674,-0.027391126494384,0.00248847237608718,0.00930866530174387,0.0111150825972936,-0.00655887018363647,"Balsas","Balsas","Balsas","M_meissneri"
"324","haageana",-97.505833,18.195833,"gbif",NA,166,161,69,1861,277,45,232,184,141,187,140,550,133,4,92,272,18,227,22,-0.688083623421378,1.07758869455088,-0.770261225233831,-0.539557890892524,0.512357582732907,-0.24514488692798,-0.246108044874694,0.103865531437754,0.115193233631222,0.0407128415739333,0.00364701456214141,0.114049753820292,0.0439954444764261,0.0109969738828316,-0.00416381874997276,0.0612398463451434,-0.0162139322669579,-0.0436307781118329,-0.00396148393842501,"Balsas","Balsas","Balsas","M_conspicua"
"325","haageana",-97.470556,18.590278,"gbif",NA,173,155,70,1831,279,59,220,190,147,193,147,506,106,4,86,252,16,204,19,-0.200076007037049,1.63068147108214,0.128053550841671,0.113254546393949,-0.180863147035704,-0.428607527146402,0.410909942204352,0.211203039571879,-0.0855081082491882,-0.158266420855922,0.0631813301237836,0.00291928629029181,0.0101690413884853,0.0904550260316392,-0.024108475150249,0.0227581821037626,0.0275603669895902,-0.0205250758180958,-0.00325161001892101,"Balsas","Balsas","Balsas","M_conspicua"
"326","haageana",-97.455476,18.329937,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,2.94247628380855,0.868670469721461,-0.0702602750673128,0.0414146818361101,-0.457263878944997,0.259857548781985,-0.365607921817419,-0.0557324535076955,0.154250258876436,0.0549566730299526,-0.0256049955156448,0.0505369882200912,-0.0129580332206114,0.201130621251331,-0.0423911780699059,-0.0311950485489908,-0.000697536440967463,-0.00102004311361305,0.00854482318467478,"Balsas","Balsas","Balsas","M_meissneri"
"327","haageana",-97.414722,18.216639,"gbif",NA,160,157,68,1824,270,42,228,172,136,181,134,539,124,5,90,266,19,212,23,-1.11032618257147,1.57776520315409,-0.237808466939589,-1.02744041279798,0.69797265832356,-0.107701798049254,-0.0428938576112463,-0.152010137066861,0.0978710836696908,0.0273785939135904,0.0533668824887286,-0.0242648253111363,0.0313906216510049,-0.0674508025028226,0.0664147550328778,0.0121696464781686,0.00386550547862364,0.0121880731201769,-0.00087752153324461,"Balsas","Balsas","Balsas","M_conspicua"
"328","haageana",-97.499444,18.318917,"gbif",NA,201,157,69,1930,310,84,226,219,174,223,174,430,107,3,102,216,11,173,13,2.84019596360089,0.843033590426424,-0.321642701375942,0.0666012669179603,-0.23920697342455,0.250072247298758,-0.596166039459298,-0.138722770013956,0.164152543065164,0.0236044202257768,-0.0580448141481157,-0.0014005751842638,-0.00867303426261257,0.227881016735017,-0.045586652073133,-0.0357372852168352,0.0211367187266974,0.00118614742308012,0.0126696463760818,"Balsas","Balsas","Balsas","M_meissneri"
"329","haageana",-97.363611,18.361861,"gbif",NA,205,151,68,1920,312,93,219,214,178,227,178,453,107,4,97,227,15,170,18,2.74933018112304,0.67831484064823,0.584592605206963,-0.536660160988638,-0.574394172824885,0.23202409896344,-0.0294237684530034,-0.143737126697147,0.193883257969439,0.119902307324194,-0.0221379709364804,-0.0279038874731274,0.0550824172109844,0.0346784581822717,0.0840756356561698,-0.118903663585844,0.0914304141549513,0.0341275559495657,0.00766090060253882,"Balsas","Balsas","Balsas","M_meissneri"
"330","haageana",-97.38,18.317972,"gbif",NA,212,154,68,1969,321,97,224,221,184,235,184,404,101,2,101,207,12,152,14,3.76476286447446,0.772820761186574,-0.011835612777576,-0.286973378382828,-0.40620443734146,0.469415976363737,-0.14756561269609,0.0589324959088881,0.241009269170833,0.200046164090857,-0.0504639066569177,-0.0259441862848099,0.00933634812135088,0.0158565129885824,0.0598952295249119,-0.142069870005004,0.102783719161092,0.0554447579803959,0.0101429062542834,"Balsas","Balsas","Balsas","M_meissneri"
"331","haageana",-97.452111,18.338806,"gbif",NA,197,155,69,1935,305,82,223,216,171,219,170,449,109,3,99,222,13,178,15,2.40815705833347,0.919645853524314,-0.0529710722964673,-0.0481232765778531,-0.254947640684048,0.0914619640080119,-0.394274528471895,0.0640172959080202,0.122606946348726,0.0589878801905631,-0.0535394453839097,0.036157726218092,0.0167686897757425,0.190874603097034,-0.0421968412004898,-0.00234525761404033,0.00121069232479,-0.00808008618467498,0.00472164647624925,"Balsas","Balsas","Balsas","M_meissneri"
"332","haageana",-97.38,18.319389,"gbif",NA,212,154,68,1969,321,97,224,221,184,235,184,404,101,2,101,207,12,152,14,3.76476286447446,0.772820761186574,-0.011835612777576,-0.286973378382828,-0.40620443734146,0.469415976363737,-0.14756561269609,0.0589324959088881,0.241009269170833,0.200046164090857,-0.0504639066569177,-0.0259441862848099,0.00933634812135088,0.0158565129885824,0.0598952295249119,-0.142069870005004,0.102783719161092,0.0554447579803959,0.0101429062542834,"Balsas","Balsas","Balsas","M_meissneri"
"333","haageana",-97.379722,18.311972,"gbif",NA,208,154,69,1973,316,93,223,217,180,231,180,428,105,3,100,217,13,161,16,3.15455973909685,0.723772625235038,0.0617024931190431,-0.0844474255743675,-0.663119217544255,0.314815046754042,-0.373318683743486,0.112794171146163,0.151104134942337,0.0386584073717997,0.0421482482291029,-0.0124374540561314,-0.0241417244235127,0.0251335059365392,0.0389327182177999,-0.134415671380772,0.113003031173565,0.0855408608331483,0.00492572496152339,"Balsas","Balsas","Balsas","M_meissneri"
"334","haageana",-97.4925,18.255361,"gbif",NA,179,158,69,1907,288,60,228,197,153,200,152,536,127,4,93,265,17,219,21,0.3590781502089,0.811256064879162,-0.392842479534635,-0.47042143361664,0.0702136175667448,-0.286436327237392,-0.191430849253063,0.13045100257212,0.110487566911348,0.0116976710598658,-0.0136682157097312,0.104687234036821,0.0248420980311658,0.071460869790637,-0.01345571763503,0.0411499691222442,0.00250098374737854,-0.0334310965507915,0.00809032842999214,"Balsas","Balsas","Balsas","M_conspicua"
"335","haageana",-97.512389,18.402611,"gbif",NA,160,161,70,1805,271,41,230,176,133,180,133,471,113,3,89,239,16,202,16,-0.92525254195564,2.10967366053871,-0.840432160750127,0.156798044145549,0.558424803335604,-0.190524067707156,0.0140628151694684,0.179828594982692,-0.0839462042437367,0.0439661042663955,0.0848031722216483,0.0799629975600986,-0.016809132192341,-0.0224728073020418,-0.0193408257308154,-0.0370935821300942,-0.0133819889730567,-0.00176002115420854,0.0171084089764178,"Balsas","Balsas","Balsas","M_conspicua"
"336","haageana",-97.484806,18.41025,"gbif",NA,168,158,70,1833,276,51,225,185,143,188,142,480,107,3,87,235,16,201,17,-0.373925400386014,1.9226322062102,-0.394067816813663,0.173602433171815,0.140252469865459,-0.332176362474523,0.31524407667988,0.29886823873836,-0.0570747673800269,-0.00115976027546807,0.068374928207011,0.0524410787740088,-0.00616550204193522,0.0013803546265538,-0.0260901074849053,0.0601854911092915,0.00538197015648097,-0.0217040228133061,-0.00251671908737384,"Balsas","Balsas","Balsas","M_conspicua"
"337","haageana",-97.526167,18.404889,"gbif",NA,156,163,70,1765,268,37,231,172,130,176,130,474,117,3,91,244,16,204,16,-1.17709605832079,2.10161067584964,-0.98644634196312,0.224862174950752,0.808163709644092,-0.0455704415988431,-0.196821877728647,0.085222356225341,-0.0345446058064265,0.0825139716776853,0.0404182904793181,0.025719634616588,0.034744412760364,-0.0208615143465653,-0.0212858888312683,-0.0437939576404842,-0.0286293048063624,-0.00765616733717545,0.0121914950840374,"Balsas","Balsas","Balsas","M_conspicua"
"338","haageana",-97.555972,18.318083,"gbif",NA,193,159,69,1917,303,74,229,212,167,215,166,464,116,3,99,236,12,192,13,2.0421502836959,0.820773956911217,-0.601827799117212,-0.0144444101856717,0.00777623611790135,0.00913213927141016,-0.419658035085599,-0.12059695484123,0.0752579085541354,0.0555250365347625,-0.0481520573268154,0.0466745546958254,0.00116739735226382,0.15306996351949,-0.061621272562826,0.00644435004496888,-0.00253932109164885,-0.0135382380973227,0.00529590309275775,"Balsas","Balsas","Balsas","M_meissneri"
