"","Especie","Long","Lat","BD","colecta","env_group_3"
"386","haageana",-97.4393888888889,18.4021111111111,"gbs","CC030","M_conspicua"
"387","haageana",-97.4393888888889,18.4021111111111,"gbs","CC030","M_conspicua"
"388","haageana",-97.4451388888889,18.3870833333333,"gbs","CC031","M_meissneri"
"389","haageana",-97.4451388888889,18.3870833333333,"gbs","CC031","M_meissneri"
"390","haageana",-97.4374444444445,18.3578333333333,"gbs","CC032","M_meissneri"
"391","haageana",-97.4374444444445,18.3578333333333,"gbs","CC032","M_meissneri"
"392","haageana",-97.4187777777778,19.3877222222222,"gbs","CC020","Haageana"
"393","haageana",-97.4187777777778,19.3877222222222,"gbs","CC020","Haageana"
"394","haageana",-97.4187777777778,19.3877222222222,"gbs","CC020","Haageana"
"395","haageana",-97.2881666666667,19.4956388888889,"gbs","CC021","Haageana"
"396","haageana",-97.2881666666667,19.4956388888889,"gbs","CC021","Haageana"
"397","haageana",-97.2881666666667,19.4956388888889,"gbs","CC021","Haageana"
"398","haageana",-97.3821944444444,18.84725,"gbs","CC022","Haageana"
"399","haageana",-97.3821944444444,18.84725,"gbs","CC022","Haageana"
"400","haageana",-97.3821944444444,18.84725,"gbs","CC022","Haageana"
"401","haageana",-97.2435,18.7583888888889,"gbs","CC029","Acultingensis"
"402","haageana",-97.2435,18.7583888888889,"gbs","CC029","Acultingensis"
"403","haageana",-97.2435,18.7583888888889,"gbs","CC029","Acultingensis"
"404","albilanata",-97.0452222222222,17.4820555555556,"gbs","CC036","Huauclilla"
"405","albilanata",-97.0452222222222,17.4820555555556,"gbs","CC036","Huauclilla"
"406","albilanata",-97.0452222222222,17.4820555555556,"gbs","CC036","Huauclilla"
"407","albilanata",-97.0601944444445,17.4676944444444,"gbs","CC037","Oaxacana"
"408","albilanata",-96.9384166666667,17.3440833333333,"gbs","CC040","Oaxacana"
"409","albilanata",-96.9384166666667,17.3440833333333,"gbs","CC040","Oaxacana"
"410","albilanata",-96.9384166666667,17.3440833333333,"gbs","CC040","Oaxacana"
"411","albilanata",-96.1010833333333,16.6702777777778,"gbs","CC043","Tehuantepec"
"412","albilanata",-96.1010833333333,16.6702777777778,"gbs","CC043","Tehuantepec"
"413","albilanata",-96.1010833333333,16.6702777777778,"gbs","CC043","Tehuantepec"
"414","albilanata",-95.4535833333333,16.4033333333333,"gbs","CC044","Tehuantepec"
"415","albilanata",-95.4535833333333,16.4033333333333,"gbs","CC044","Tehuantepec"
"416","albilanata",-95.4535833333333,16.4033333333333,"gbs","CC044","Tehuantepec"
"417","albilanata",-97.9785555555556,17.6515277777778,"gbs","CC046","Sto_domingo"
"418","albilanata",-97.9785555555556,17.6515277777778,"gbs","CC046","Sto_domingo"
"419","albilanata",-97.9785555555556,17.6515277777778,"gbs","CC046","Sto_domingo"
"420","albilanata",-99.2570972222222,18.2557,"gbs","CC047","Albilanata"
"421","albilanata",-103.924363888889,19.5797277777778,"gbs","M_reppen","Reppenhagenii"
"422","albilanata",-94.9472222222222,16.5527777777778,"col_cactus",NA,"Tehuantepec"
"423","haageana",-97.6391666666667,18.2855555555556,"col_cactus",NA,"M_conspicua"
"424","haageana",-97.4436111111111,18.3955555555556,"col_cactus",NA,"M_meissneri"
"425","haageana",-97.48,17.2522222222222,"col_cactus",NA,"Oaxacana"
"426","haageana",-96.9355555555556,17.345,"col_cactus",NA,"Oaxacana"
"427","haageana",-97.3338888888889,17.1558333333333,"col_cactus",NA,"Oaxacana"
"428","haageana",-97.3494444444444,17.4633333333333,"col_cactus",NA,"Oaxacana"
"429","haageana",-97.5055555555555,17.6383333333333,"col_cactus",NA,"Oaxacana"
"430","haageana",-97.3763888888889,17.4286111111111,"col_cactus",NA,"Oaxacana"
"431","haageana",-97.38,17.5494444444444,"col_cactus",NA,"Oaxacana"
"432","haageana",-97.2502777777778,18.4466666666667,"col_cactus",NA,"Oaxacana"
"433","haageana",-97.1994444444444,17.6358333333333,"col_cactus",NA,"Oaxacana"
"434","haageana",-97.5369444444444,17.8013888888889,"col_cactus",NA,"Oaxacana"
"435","haageana",-97.2194444444444,17.4583333333333,"col_cactus",NA,"Oaxacana"
"436","haageana",-97.4430555555556,17.5094444444444,"col_cactus",NA,"Oaxacana"
"437","haageana",-97.465,17.3372222222222,"col_cactus",NA,"Oaxacana"
"438","haageana",-97.7416666666667,18.1783333333333,"col_cactus",NA,"M_conspicua"
"439","haageana",-97.2602777777778,17.4461111111111,"col_cactus",NA,"Oaxacana"
"440","haageana",-97.2602777777778,17.2827777777778,"col_cactus",NA,"Oaxacana"
"441","haageana",-97.2602777777778,17.8369444444444,"col_cactus",NA,"Oaxacana"
"442","haageana",-97.4872222222222,18.2252777777778,"col_cactus",NA,"M_conspicua"
"443","haageana",-99.1180555555555,18.8563888888889,"col_cactus",NA,"San_angelensis"
"444","haageana",-97.1761111111111,17.3330555555556,"col_cactus",NA,"Oaxacana"
"445","haageana",-97.2672222222222,17.4063888888889,"col_cactus",NA,"Oaxacana"
"446","haageana",-97.2266666666667,17.4858333333333,"col_cactus",NA,"Oaxacana"
"447","haageana",-97.2302777777778,17.3563888888889,"col_cactus",NA,"Oaxacana"
"448","haageana",-97.4011111111111,17.4880555555556,"col_cactus",NA,"Oaxacana"
"449","haageana",-97.2605555555556,17.7258333333333,"col_cactus",NA,"Oaxacana"
"450","haageana",-97.425,17.4247222222222,"col_cactus",NA,"Oaxacana"
"451","haageana",-97.4744444444444,17.4225,"col_cactus",NA,"Oaxacana"
"452","haageana",-97.3297222222222,17.5719444444444,"col_cactus",NA,"Oaxacana"
"453","haageana",-97.3252777777778,17.6483333333333,"col_cactus",NA,"Oaxacana"
"454","haageana",-97.1058333333333,17.3758333333333,"col_cactus",NA,"Oaxacana"
