"longitude","latitude"
-93.114628,16.621148
-95.199418,16.349385
-96.629508,16.294656
-99.5655222222222,17.113275
-99.524924,18.69738
-99.190316,19.313985
-97.269048,19.545671
-93.114628,16.621148
