"Especie","Long","Lat","BD","colecta","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","env_group_3","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
"haageana",-97.450701,19.352218,"gbif",NA,146,156,71,1755,250,33,217,163,121,165,121,415,89,5,77,201,17,179,20,"Haageana",-2.85194707004393,3.24541375232276,0.0540356460157632,0.321247945801183,-0.0849831382074542,0.292626668013478,0.73633015101013,-0.271020151719229,0.514378200278673,-0.360181456704102,-0.275896148247615,0.043950634000734,0.157988592106947,-0.0570672247421473,0.0768209195778706,0.00896112816385424,0.0795591622251709,0.0352631767769858,-0.0127050597765501
"haageana",-97.356222,17.853157,"gbif",NA,148,163,68,1747,264,26,238,158,124,169,123,621,140,3,90,324,17,241,24,"Oaxacana",-2.35690734406374,0.649166823698088,-1.18604493402747,-1.032035642932,-1.66508147773891,-0.283237310656138,-0.0156319143651268,0.191540808569051,-0.372252440880906,-0.0877256001641227,0.0411722480421489,-0.0680093947105774,-0.0971574139727718,0.159031422849525,-0.0894248243848254,-0.0249422699390307,-0.0704450710972058,-0.00938926635053548,-0.00949379960831511
"haageana",-97.549863,18.274145,"gbif",NA,186,160,69,1946,297,66,231,205,160,208,158,512,127,3,96,260,15,213,17,"M_meissneri",1.12723659844365,0.675587492661176,-0.831986609482659,-0.420430432799407,-0.0845580069913652,0.270718852599547,-0.0147920140059048,0.318683701360027,-0.0142660748216537,0.133990283627488,0.0516385788601007,0.111847454900521,0.0137405701160188,-0.031706623280097,0.0390354255687601,0.000447911083506352,-0.014924275759009,0.00916840408716773,0.0100460312060226
"haageana",-97.475706,18.329069,"gbif",NA,201,156,69,1926,310,85,225,219,174,223,174,432,106,3,99,215,12,172,14,"M_meissneri",2.71626224414252,1.26600859572983,-0.304908347911069,-0.0457865818391554,0.44842665624323,-0.0234104611982182,-0.150694724654323,-0.00661402915682166,-0.0723333777398382,0.0147082703462302,0.0598927613360528,0.0379296124672028,0.031344851578557,-0.140793732125002,0.00237323003201308,0.0391854641953628,0.0202200832779757,0.00761231661837491,0.00426472419670087
"haageana",-97.418128,18.943288,"gbif",NA,135,166,74,1447,247,23,224,142,115,151,113,611,112,5,82,301,24,129,26,"Haageana",-4.64233077356899,2.07272454800561,-0.289159250168098,1.7616137120036,0.688870638829082,-1.52277975727451,-0.172174285608404,0.286566702003907,0.898042165567135,-0.299442900907861,-0.326311158217326,-0.185329880726054,-0.0800272765710373,0.103460953909371,-0.00906914200247535,-0.152008669771091,-0.0668337879036738,-0.09783832508284,0.0117564077024186
"haageana",-98.06823,18.599085,"gbif",NA,226,169,71,2003,341,103,238,241,198,249,198,725,165,4,97,390,17,255,17,"Sto_domingo",3.14637331820416,-2.50726962013749,-1.16259225307014,0.472868111845607,1.6704327525851,0.89498550916905,0.342371168113545,0.0584847811128356,0.77327308433684,0.247393779013752,0.0647118015020934,0.207217738943991,-0.0943917757895064,0.0499136111679202,-0.0946549611694388,-0.00490193827511893,-0.012778159956139,-0.00187267100817884,-0.00854186101890249
"haageana",-97.605453,18.319358,"gbif",NA,187,161,69,1875,298,67,231,205,161,208,160,497,126,3,96,258,12,211,15,"M_meissneri",1.27147288748054,0.740989360267231,-0.919241176665937,-0.118451423094175,-0.269812303085602,0.208724805128663,-0.134729371046604,-0.0493906302627591,-0.0787776028676144,-0.0218336675910662,0.0380480778941358,0.0765686481725703,0.106264810052971,-0.061540813893712,0.0299401430843656,0.0105296177702041,0.000375364749307636,0.0226192611272792,0.0163911137540423
"haageana",-97.616505,18.308653,"gbif",NA,183,162,69,1883,295,62,233,202,158,205,156,524,134,3,94,274,14,226,17,"M_meissneri",0.751611715770558,0.45212565796215,-1.02120874970648,-0.286042917197698,-0.323468551671148,0.303885266799557,0.0647568969726448,0.0520538678663478,-0.0702965267482084,0.0754901314433118,0.0142559868589963,0.173913367713148,0.107543463083235,-0.00954761945405901,0.0550254403579618,0.00192187784935107,-0.00477447256534435,0.0222944004392583,-0.0043652238443947
"haageana",-97.414092,18.393919,"gbif",NA,187,151,69,1874,292,74,218,198,161,208,161,492,119,4,96,245,13,192,16,"M_meissneri",1.26008057009982,1.26204546166669,0.4296817721964,-0.126227273850991,-0.166565920646306,0.298129982797998,-0.248102591369529,0.0648445786819972,0.0560205096481199,-0.138987140422765,-0.0985539143224131,-0.0672929113441209,0.0248050410693053,-0.00760404535348166,-0.0910424110210021,0.00473405103406497,0.0535612633529016,-0.0326387094746874,0.00238218072994249
"haageana",-97.517825,18.333444,"gbif",NA,194,158,69,1919,304,77,227,213,168,216,167,453,112,3,100,228,12,185,13,"M_meissneri",2.20596973160921,1.17540699237395,-0.584698190313923,-0.073404399272241,0.100974708519148,0.0726455972254843,-0.389075215553052,0.101973524378322,-0.0691623233261748,0.0691272504376966,0.108400474247623,-0.0303991183078438,0.0167536426850017,-0.130506666743726,0.0305189801655964,0.0311119042266931,-0.0130084705272178,0.0011500856789328,0.00704846297400691
"haageana",-97.912332,18.590297,"gbif",NA,202,165,71,1728,314,84,230,213,178,222,178,641,136,3,91,329,13,230,21,"M_conspicua",1.3892956416201,-0.814512638788366,-0.69972768365181,1.10425370777711,0.691674369691453,0.0975017775428917,0.697607832668946,-0.344369032182773,0.057359717522317,-0.288726376060046,0.00355912487042422,0.0473505965563516,0.0806049236532682,-0.00833421561531125,-0.0769098965926122,-0.103473766644613,0.0310583707928978,-0.0153365245795315,-0.020014219193761
"haageana",-97.466026,18.331358,"gbif",NA,203,156,69,1930,312,86,226,221,176,225,176,424,105,3,101,212,12,168,14,"M_meissneri",2.93806955260149,1.24035388888316,-0.342990092321904,-0.0550000671797118,0.541838816968978,-0.0960630723200699,-0.321594027639823,0.0592215087316046,-0.148409324992679,0.025718274743048,0.0810516557815946,0.0340414560132973,-0.0126447932224263,-0.16084130512982,0.0181630902143447,0.0584885644273611,0.031097220288872,0.00462335098052237,0.00869999461729684
"haageana",-97.613554,18.432794,"gbif",NA,159,165,71,1745,271,40,231,175,135,179,134,490,122,3,92,256,16,212,17,"M_conspicua",-1.39519765366596,1.4733475563575,-1.26883399523822,0.657793928732107,-0.434184630752526,-0.0209539051659383,-0.2431860386034,0.400086496371754,-0.0146423681028598,0.072900695113692,-0.0450197048161074,0.00245396728374782,0.0502696447460306,0.0415919204514672,0.0433820137888508,0.0371531536344843,-0.0272249965104359,-0.00187200318689929,0.000774118159332991
"haageana",-97.615614,18.432143,"gbif",NA,155,166,71,1693,268,36,232,170,132,174,130,498,124,3,92,260,16,214,17,"M_conspicua",-1.7603967834051,1.46309136751119,-1.35028727761438,0.732597908017239,-0.609734171779421,-0.136708483759871,-0.354526926129825,0.323500485116469,-0.0916455245343248,0.0852904306724691,-0.0437924350114966,-0.0192103657003837,0.0581739434704368,0.0613275381630627,0.0461384553913407,0.0185515408497581,-0.0627257594211112,-0.0121805033014623,0.0187968716533365
"haageana",-97.1851,17.85249,"gbif",NA,159,153,66,1844,271,42,229,169,147,181,132,655,134,4,90,350,21,214,36,"Oaxacana",-1.49244544610809,0.27210003544624,0.449687465802293,-2.42461509102386,-1.02886691230924,-0.660783290153534,0.46995549029278,0.30557736379098,-0.602889459730126,-0.316879879887069,0.0410093498407237,-0.231297632616868,-0.0675378978205908,0.174619729325676,0.225657109019242,-0.027894381773744,-0.0882128965263866,-0.0748719457757009,0.00758498664375151
"haageana",-97.453603,19.33851,"gbif",NA,141,156,72,1666,245,29,216,156,117,159,117,447,90,5,76,216,19,191,20,"Haageana",-3.57156184886298,3.10841499505042,0.139442367942606,0.894883018684302,-0.066703170047625,0.29962926770872,0.746981029630126,-0.181699312960769,0.508763539561562,-0.215214515866297,-0.280764637574892,0.0479701102337141,-0.00791208379981196,-0.0318669101197215,0.0561530739564515,0.00362756573157148,0.0552647878236962,0.0156422393280054,-0.0115050493738618
"haageana",-97.519994,18.278058,"gbif",NA,190,159,69,1902,300,72,228,209,165,212,163,485,119,3,98,244,13,198,15,"M_meissneri",1.67228083743392,0.922782188503603,-0.637033117065124,-0.145599454302846,-0.0316714252758017,0.117906092039726,-0.215297055301889,0.124482208555417,-0.0828879302993314,0.0701165757741056,0.093953910572482,0.00881654062992426,0.0524030432210603,-0.0945657743027151,0.0528813600835577,-0.00764573525188468,-0.00419149236369483,-0.00405215269093882,0.00142449909073429
"haageana",-97.373889,17.976389,"gbif",NA,161,159,67,1924,275,38,237,173,135,184,134,611,138,4,92,307,18,235,26,"Oaxacana",-1.21143803960349,0.484399632955004,-0.750068950377551,-1.94929655111637,-1.07359595746755,0.0735909138601241,-0.0236022417901544,0.27578773403416,-0.299836549447765,-0.126016767930732,0.0604611863839536,-0.00159513779536869,-0.130982505857642,0.0915652043655973,-0.0913923871357367,-0.0340096112712913,-0.0244008990152167,-0.015332478177659,-0.0163963697392322
"haageana",-97.443023,18.319085,"gbif",NA,205,155,68,1940,314,89,225,215,178,227,177,422,104,3,100,211,12,164,14,"M_meissneri",3.10499959430476,1.29452751139345,-0.158734608241902,-0.492223982721188,0.348690049696279,-0.196156282875794,-0.188647977981324,-0.180166665654741,-0.207447211784439,0.0745311751922462,0.0432958960519621,-0.0828930651743469,0.0243736214963226,0.0274834849286492,-0.0904619945081863,0.0610315211905009,0.0310895657008009,-0.0524951072622024,0.0200526426338192
"haageana",-97.444409,18.384374,"gbif",NA,191,153,69,1897,298,77,221,210,166,213,165,461,109,3,98,230,12,186,14,"M_meissneri",1.96165856726209,1.39299835309907,-0.00431720960906234,0.00756188302249522,-0.106592329667018,0.142412133457809,-0.163155667469608,0.144800379445167,-0.0540144950952995,-0.0214849701596315,0.0624261266810552,-0.0347538822765488,-0.0264898805375268,-0.157904563464425,0.0400193315226333,0.0182733983448848,0.01457694994849,0.0077950711271896,-0.00989612930905689
"haageana",-97.373887,18.317231,"gbif",NA,212,154,68,1969,321,97,224,221,184,235,184,404,101,2,101,207,12,152,14,"M_meissneri",3.83146247477754,1.3104275403118,-0.132792332717328,-0.387803253765781,0.463837065080377,-0.432881732153539,0.0610178230503259,0.0220872307838643,-0.238117729319811,0.148991718264917,0.034961892886471,-0.0556315159162974,0.0217573005657041,0.073584166744467,-0.125758444784299,0.103292251645398,0.052414487744421,-0.0505450173065171,0.00418223884467398
"haageana",-97.481346,18.280115,"gbif",NA,190,157,69,1921,300,73,227,209,164,213,163,486,117,3,98,241,13,194,16,"M_meissneri",1.71790409450454,1.0104497671761,-0.478881155961767,-0.210288011351178,0.000112771386452187,0.108674582335274,-0.167183244296636,0.23067878260074,-0.0762741907106159,-0.0172235568744899,0.0739145877332087,0.0360753631121648,-0.000870989283509843,-0.122639860213335,0.0104855574481067,0.00278228809036015,-0.00544582564674564,-0.016424120042493,-0.0151134464145763
"haageana",-97.622795,18.183729,"gbif",NA,161,166,70,1783,274,37,237,172,136,181,135,579,152,4,95,305,18,242,21,"M_conspicua",-1.5950252701746,0.259259508222828,-1.29959980733307,-0.170627795734743,-0.579309914863106,0.191054388981048,-0.658851167953192,0.4845524288319,-0.141621194389721,0.094960422852822,-0.0851283165857309,0.0817214232266739,0.0538483995227622,0.165741221207786,-0.0375478632111065,0.00595341565992701,0.000387941426926951,-0.0265993590144706,0.0200882597528048
"haageana",-97.55957,18.325525,"gbif",NA,191,159,69,1903,301,73,228,210,166,213,164,469,117,3,97,239,12,195,14,"M_meissneri",1.78839112429727,1.042209336437,-0.674749085279629,-0.0946123514614252,-0.0305673935988731,0.150710929569463,-0.144003516572609,-0.0172773005957711,-0.0288313183764677,0.013494034176158,0.0531553157679169,0.0330981036678532,0.0798489474520581,-0.0890283856260973,0.0606763404201083,0.0116376051517655,0.0023850382722632,0.00243903645777815,0.000573935339691453
"haageana",-97.412778,17.880833,"gbif",NA,153,164,67,1872,270,27,243,170,128,175,127,588,127,4,87,299,17,237,22,"Oaxacana",-1.86659716797924,0.896487558499564,-1.43839630363524,-1.858241386191,-1.27550125815084,0.0720270287448367,0.187645917826601,-0.318583000127234,-0.153035918677757,-0.0482204373563101,0.116026221730941,0.0439583606216088,-0.18616808367214,0.0290498937008439,0.01968096021359,-0.0362416507515392,-0.0578214704844426,0.058501726897129,-0.0165776079903345
"haageana",-97.318047,17.762786,"gbif",NA,153,164,68,1738,268,30,238,163,129,173,128,586,127,3,89,299,15,228,22,"Oaxacana",-1.88914642239698,0.985558389070092,-1.28904781155861,-0.880475289275244,-1.46146443872437,-0.332404288643393,0.0915996687921456,-0.16255207725773,-0.359974139619335,-0.178041947821393,0.0695613255877669,-0.117866195342412,-0.0807969667330945,0.112847339800154,-0.0548481191986943,-0.0576833350302233,-0.0351135819588893,-0.00498803477700551,0.00280858756783419
"haageana",-97.305983,18.073063,"gbif",NA,127,155,71,1413,236,18,218,134,118,143,107,1045,207,12,84,563,45,319,74,"Oaxacana",-8.14971730557871,-3.56933555276827,3.05383664467835,-1.64284220534644,1.47895579816125,-0.0020115667445435,-0.261956283537503,1.22535332514859,-0.849937830601979,-0.531300896837032,0.0132838678354469,-0.13196697527479,0.164945591564696,-0.0860873898747889,0.109545079250778,-0.0789051665164696,-0.110469754622263,-0.00709871983683955,0.0189917976369979
"haageana",-97.439257,17.928038,"gbif",NA,151,164,68,1778,266,26,240,167,126,172,125,581,134,4,90,296,17,234,21,"Oaxacana",-2.10215072409151,0.897525481937185,-1.30788761320797,-1.1590356622433,-1.27516474369206,-0.0468548059661998,-0.266080686130966,-0.120808591358829,-0.212689956115059,0.00428351622557444,0.0741450935510642,0.0601610993057869,-0.100790445167874,0.0144861629965826,0.013980229195342,-0.0438959500327567,-0.0406760829424559,0.0139742467291304,0.000645439430868742
"haageana",-99.162486,18.744792,"gbif",NA,240,169,68,1959,363,118,245,250,248,265,213,851,184,2,103,512,16,256,27,"San_angelensis",4.88480438921394,-4.51310994530085,-0.970924475629683,-0.609664355897789,1.15360320155923,-0.316967648159109,0.758220147398728,-0.062072728187612,-0.0781675855214013,0.0357665104674305,0.0653695629466556,-0.229826292766168,-0.173596470561157,0.497739999243042,0.671747680078716,0.00832589770877648,-0.246696232798427,-0.17651070162962,-0.0131962047256039
"haageana",-99.047718,18.686488,"gbif",NA,240,169,69,1884,363,120,243,243,230,264,215,847,179,3,104,508,16,244,24,"San_angelensis",4.52092922335577,-4.23766103347161,-0.831364067883717,-0.0556795700887747,1.41700621148604,-0.323757397361285,0.257632347934471,-0.219640557054734,0.170931273297711,0.0239124239472949,0.116959911560184,-0.246964655818701,-0.26232774183282,0.357928290321885,0.116872312351394,0.139517524250702,-0.173510290452533,-0.0983142405219233,-0.018636009175838
"haageana",-97.380001,18.312851,"gbif",NA,208,154,69,1973,316,93,223,217,180,231,180,428,105,3,100,217,13,161,16,"M_meissneri",3.1683347119188,1.18468504571472,-0.0114881375290954,-0.16025359225293,0.788097628631103,-0.121467377956572,-0.0704353948992316,0.176323573670168,-0.073385878992873,-0.0229234882529492,-0.0354550730416394,-0.0407318596281005,-0.0137733264454604,0.0370544556761933,-0.124893090308655,0.110438067689364,0.0616291052642312,-0.073699382471182,0.00112357144509665
"haageana",-97.567678,18.269278,"gbif",NA,161,163,69,1797,273,39,234,172,136,181,135,537,140,4,94,281,17,227,19,"M_conspicua",-1.28830773651377,0.841387223905084,-1.01187404229965,-0.540964031253202,-0.807798373579668,0.108677850473391,-0.569081224812516,0.195083078738334,-0.158237651405179,0.130144411696946,-0.0602599225876846,0.0160059043572081,0.06560322779618,0.156953469078904,-0.0381041674491769,0.0105838304150397,-0.00139920121422012,-0.00921082752212335,0.0209044344015465
"haageana",-97.454164,18.329486,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,"M_meissneri",2.94937647871591,1.29657067085908,-0.181973916069365,-0.0202742442834618,0.53839531661724,-0.0698928827089958,-0.202053677772611,0.024542411157135,-0.104568011529376,0.0184984072518649,0.0586555642574798,0.0215780637436783,0.0106589822567603,-0.146403190596714,0.0195151450150487,0.0441575639596035,0.00362741327288094,-0.000451386760729887,0.00714604958944637
"haageana",-97.309745,18.067554,"gbif",NA,126,155,71,1412,235,18,217,133,118,143,106,1049,208,12,85,565,45,321,74,"Oaxacana",-8.16317778562508,-3.5939513976809,3.09633850470643,-1.62475189287158,1.42292963353818,0.0161864804995302,-0.355856168632761,1.30329565657403,-0.879198963825506,-0.517034726345562,0.0431447388241652,-0.192891971195606,0.186935248512104,-0.0809148405636029,0.114680603366933,-0.0777352878103811,-0.121531877027562,-0.0390686789702182,0.00359277812738795
"haageana",-97.389633,17.551781,"gbif",NA,151,168,71,1465,266,31,235,159,131,169,130,784,168,8,87,406,25,302,33,"Oaxacana",-4.22728238926502,-1.55200004197951,-0.194759577406258,0.125937831065272,0.195052782944551,0.558885054634557,-0.582969042321374,-0.502414312581335,-0.335780908926604,-0.0378047026770725,0.0599283111935732,0.00549088401359727,-0.0377992508536575,-0.00404032198319328,-0.0898963921299865,-0.0977809632827613,-0.070335495272105,-0.0295349783868075,-0.0140947705941792
"haageana",-97.442862,18.327298,"gbif",NA,195,154,69,1879,303,81,222,213,170,217,169,456,110,3,98,226,13,180,15,"M_meissneri",2.17302854641515,1.24338057201974,-0.00239613252735825,0.013953458511952,0.165927307387869,-0.0239258811481704,-0.106450263556,0.0628256633287629,-0.114326981850352,0.0619284953525444,0.0469713788878883,0.0259335255508507,0.0247997275048718,-0.12343697170168,0.0206527129845608,0.00449378970382522,0.0124241819697526,0.00283862053543408,-0.0103683654850116
"haageana",-97.343604,18.057471,"gbif",NA,144,159,68,1707,257,26,231,154,121,164,120,648,147,5,88,343,24,237,32,"Oaxacana",-3.3401636560191,0.373566700669376,-0.0433867701863478,-1.47620821620267,-0.986966685731757,-0.317678618032432,-0.0678533067316832,0.282505073330972,-0.368169410745581,0.0686024110287978,-0.00127339195205207,-0.0181378760900913,0.0274705163048707,0.139345090182449,-0.0708736340764989,-0.008434834839527,-0.0447047464746316,0.0366354396917492,-0.00444124299619481
"haageana",-97.617155,18.31587,"gbif",NA,184,162,69,1880,295,63,232,203,159,206,157,517,132,3,93,270,14,221,17,"M_meissneri",0.797791230620146,0.53686624632097,-0.959828098511294,-0.264133723708602,-0.253151569681999,0.265195391253969,0.170874983997961,-0.0219458758766804,-0.0232895261319223,0.0720949372686724,0.00494009328396865,0.175510668210719,0.154837179044402,-0.00624450075170119,0.0691523326638073,-0.00965348165948498,0.0247166988973997,0.0226140296266532,-0.00807790851064009
"haageana",-97.558445,18.277731,"gbif",NA,183,160,69,1902,294,63,231,202,158,205,156,522,129,3,94,266,15,219,18,"M_meissneri",0.76947261826173,0.620411202079126,-0.791835986067614,-0.362882135619535,-0.213430646405133,0.251791900727697,0.133432432984316,0.188982244350677,-0.0673983480799978,0.0917507467988403,0.0222108797984871,0.156552013534461,0.0422105040215173,-0.0236762503480804,0.053126629200932,-0.0180670159127618,8.57973525148301e-05,0.0193327828950049,-0.0057548952009553
"haageana",-97.559992,18.283966,"gbif",NA,188,160,69,1891,299,68,231,207,162,210,161,500,125,3,97,254,14,209,16,"M_meissneri",1.33809160692678,0.692755919438118,-0.80395162472596,-0.226363206203682,-0.0894359047889492,0.152203599141185,-0.149256675659935,0.125518401268758,-0.127329933673947,0.127718913639834,0.0724183106890392,0.123800432969618,0.0223466818557859,-0.0749538685950399,0.0345819574659567,0.000804070649297942,0.00317381669627039,0.0111257995695661,-2.30529858915831e-05
"haageana",-97.45816,18.332067,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,"M_meissneri",2.89180012072278,1.27269996013625,-0.305071691141431,-0.0526096250668253,0.507709367730967,-0.0806547410511408,-0.322842464788561,0.0948074418980839,-0.122578195008111,0.0266896302348209,0.103036379383141,0.00435390158803899,0.0220944054807936,-0.180197949703085,0.0175089895675761,0.0444457913715955,0.014832970043061,0.00982209465789454,0.0084239367374175
"haageana",-97.457115,18.330141,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,"M_meissneri",2.89180012072278,1.27269996013625,-0.305071691141431,-0.0526096250668253,0.507709367730967,-0.0806547410511408,-0.322842464788561,0.0948074418980839,-0.122578195008111,0.0266896302348209,0.103036379383141,0.00435390158803899,0.0220944054807936,-0.180197949703085,0.0175089895675761,0.0444457913715955,0.014832970043061,0.00982209465789454,0.0084239367374175
"haageana",-97.457016,18.330418,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,"M_meissneri",2.89180012072278,1.27269996013625,-0.305071691141431,-0.0526096250668253,0.507709367730967,-0.0806547410511408,-0.322842464788561,0.0948074418980839,-0.122578195008111,0.0266896302348209,0.103036379383141,0.00435390158803899,0.0220944054807936,-0.180197949703085,0.0175089895675761,0.0444457913715955,0.014832970043061,0.00982209465789454,0.0084239367374175
"haageana",-97.456291,18.331127,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,"M_meissneri",2.94937647871591,1.29657067085908,-0.181973916069365,-0.0202742442834618,0.53839531661724,-0.0698928827089958,-0.202053677772611,0.024542411157135,-0.104568011529376,0.0184984072518649,0.0586555642574798,0.0215780637436783,0.0106589822567603,-0.146403190596714,0.0195151450150487,0.0441575639596035,0.00362741327288094,-0.000451386760729887,0.00714604958944637
"haageana",-97.457016,18.33156,"gbif",NA,202,156,69,1933,311,86,225,221,175,224,175,427,105,3,101,212,12,168,14,"M_meissneri",2.89180012072278,1.27269996013625,-0.305071691141431,-0.0526096250668253,0.507709367730967,-0.0806547410511408,-0.322842464788561,0.0948074418980839,-0.122578195008111,0.0266896302348209,0.103036379383141,0.00435390158803899,0.0220944054807936,-0.180197949703085,0.0175089895675761,0.0444457913715955,0.014832970043061,0.00982209465789454,0.0084239367374175
"haageana",-97.560163,18.27333,"gbif",NA,176,161,69,1857,286,55,231,194,151,197,149,535,132,3,92,272,16,227,20,"M_conspicua",-0.00854021187502631,0.634180287994566,-0.812619980050195,-0.39036013196297,-0.427639460253194,0.197872234796184,0.232487799572028,0.195818058982501,-0.154192517702944,0.0987788178389484,0.0246436094345905,0.152743341484345,0.111270290055291,0.00415637694100468,0.0586750381983622,-0.0482815289991068,0.0276315137684291,0.0211960271311908,0.00481691339739752
"haageana",-97.361046,17.87545,"gbif",NA,156,162,66,1961,272,29,243,174,129,179,128,554,125,4,88,281,16,230,22,"Oaxacana",-1.34983783494939,1.13153354912189,-1.37742590609997,-2.46644636714425,-1.39178349709424,0.139169388145561,0.173577303628783,-0.295930564379684,-0.195836846779803,-0.103220498212773,0.119892488546299,0.0775601825140478,-0.116516368269042,0.00935773464674509,0.0136192333360111,-0.00834247869796031,-0.0346169717107665,0.052662810941102,-0.00688284021556749
"haageana",-97.691673,17.894515,"gbif",NA,193,171,70,1951,307,63,244,206,166,215,165,715,173,4,96,383,15,274,23,"M_conspicua",0.591428632285193,-1.8351087246001,-1.75313538185444,-0.305741129044503,0.240521531477138,0.756500667008619,-0.0977658953868409,0.3390425448126,0.218697566458868,-0.255733111852621,0.0160836740565331,0.127175512010726,0.0603197513989397,0.0844612927568124,-0.0303180774994896,-0.0346138437862928,0.0667830781817606,-0.0270015766305405,0.00730995070197417
"haageana",-97.356763,18.456823,"gbif",NA,192,147,69,1838,295,83,212,205,167,212,166,489,115,4,96,246,13,192,17,"M_meissneri",1.65702556084255,1.21920745382674,1.03744625124929,0.0698067112031845,-0.0659387547682583,0.317281997717494,-0.0761418983711338,0.0170692498902182,-0.0537568601431114,-0.138886278723162,-0.0596784886177329,-0.0661669752874223,0.0507051719723585,-0.106405014197391,-0.0562484508877028,0.0181847217539758,0.02821798175333,-0.010330678610832,0.020197269285613
"haageana",-97.415511,19.418286,"gbif",NA,145,151,70,1827,247,34,213,163,119,165,119,350,73,4,74,166,15,151,18,"Haageana",-2.41174702116241,4.24826589514996,0.287359471518902,-0.0755094499452234,-0.500601959466832,0.0862970174160737,1.22402316165613,-0.317173933188478,0.632268607598855,-0.443717756423729,-0.346354481989955,0.0668852458589352,0.173556182673542,-0.0385300498504367,0.0878226479869443,0.0277654376405266,0.107347774300419,0.049356588422213,-0.0229205507148637
"haageana",-97.428628,19.514786,"gbif",NA,120,146,71,1599,221,17,204,128,98,138,98,556,100,10,71,249,32,202,35,"Haageana",-6.48651550510497,2.80028877864205,2.44509108134367,-0.647116325114985,0.61120881572624,0.571917227912789,0.362248093329576,-0.253923793711036,0.469166836740169,-0.0728852250754444,-0.328838028770899,-0.0635293484649458,-0.0591175350430215,0.00413789875417675,-0.111331585433118,-0.0804045939612502,0.00945457476975349,-0.0214107161845816,-0.0360524762655703
"haageana",-97.414772,19.419206,"gbif",NA,145,151,70,1828,247,33,214,162,118,164,118,348,72,4,74,164,15,150,15,"Haageana",-2.39209973996753,4.35653055234663,0.182271029688194,-0.0321687260798365,-0.597601961595664,0.128018777259047,1.13471570826787,-0.40653409666412,0.758927227440486,-0.318142073808001,-0.35723647640154,0.0830055174011518,0.0709067474885332,-0.0122724470424347,0.0717825466946361,0.0295400863075765,0.0897341944689324,0.0435254628840671,0.00564800837700224
"haageana",-97.452984,18.327783,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,"M_meissneri",2.94937647871591,1.29657067085908,-0.181973916069365,-0.0202742442834618,0.53839531661724,-0.0698928827089958,-0.202053677772611,0.024542411157135,-0.104568011529376,0.0184984072518649,0.0586555642574798,0.0215780637436783,0.0106589822567603,-0.146403190596714,0.0195151450150487,0.0441575639596035,0.00362741327288094,-0.000451386760729887,0.00714604958944637
"haageana",-97.754776,18.620033,"gbif",NA,168,168,71,1733,282,47,235,184,144,187,143,545,127,3,88,276,18,232,20,"M_conspicua",-1.2044558560231,0.645100322022254,-1.40973287297393,0.606539333406799,0.0194664330022859,0.0695984707333875,0.394125836210842,0.0917875110487982,-0.0558739006468723,0.185778113549796,-0.0111766402643966,0.153433736220817,0.0388653471810424,0.0662576509592218,0.029970234960823,-0.0558792464540569,-0.035999324906739,0.0326235881673478,0.00675842132696777
"haageana",-97.434745,18.356757,"gbif",NA,191,153,68,1912,298,76,222,209,165,213,164,474,113,3,98,235,12,189,14,"M_meissneri",2.0198547691749,1.28991088058347,0.000621049430654802,-0.479931573141664,-0.402893333380896,0.0997835051684688,-0.160723549677792,0.0053362254926157,-0.104239530905644,0.0469398311509274,0.108506314741945,-0.0553607387821399,0.0296138415965531,-0.12576144251789,0.00805883406396027,-0.0134687955903986,0.0179970059136994,0.00289013341837973,0.00194770661525646
"haageana",-97.563064,19.344442,"gbif",NA,146,161,71,1776,253,29,224,163,120,165,120,476,89,4,77,230,18,199,18,"Haageana",-2.91987775365688,2.7892359044082,-0.693101450151829,0.330283863404606,-0.306623736446079,0.277702929643813,0.961150855195089,-0.174497244330023,0.561927072096707,-0.0959417856130132,-0.0821219596107353,-0.0405021729256147,-0.0921142932064955,-0.0255164164150566,0.0616464229578368,-0.0193683644282677,0.0350930625597637,0.0249419840006197,-0.00314601679895755
"haageana",-97.454481,19.331691,"gbif",NA,146,157,72,1738,250,32,218,162,121,164,121,449,97,5,77,219,19,193,22,"Haageana",-3.21251303393394,2.81153100222562,-0.00731609096216641,0.695027909230036,0.17669287470015,0.394627408589799,0.776775604517002,0.0224134790148904,0.524524179710461,-0.307695967659326,-0.32141346071421,0.125346714919754,0.0803356490606684,-0.0265739422549029,0.070856212534084,0.00700678103027322,0.0788039325892717,0.0333234546619204,0.00146980413179196
